Br,Btheta,Blambda
20197.8161,-13169.262400000001,-1007.3791
18811.660200000002,-12699.887700000001,-1550.6008000000002
-43405.1434,-6956.0076,-3008.2174
-43962.8536,-5651.1464000000005,-2768.0783
-44423.8511,-4645.7523,-2194.8956000000003
-44846.1151,-3659.5213000000003,-1775.8490000000002
-45276.5927,-2858.7471,-1120.3883
-45740.9548,-2092.1522,343.1849
-46221.480200000005,-843.344,1054.5704
-46674.5224,-1488.673,403.6471
-47050.621,-2631.8998,-84.2059
-47273.371,-4091.3908,-575.919
-47264.8263,-5770.274600000001,-1156.949
-46976.7627,-7588.4021,-1618.2982000000002
-46375.192200000005,-9511.1541,-2021.1158
-45427.976800000004,-11511.551000000001,-2361.0317
-44115.8427,-13542.7684,-2630.1157000000003
-42441.0412,-15564.1003,-2821.8313000000003
-40416.7492,-17555.8944,-2930.2723
-38041.029,-19491.4657,-2956.1501000000003
-35326.403,-21342.8132,-2901.1884
-32290.1234,-23084.7694,-2770.0567
-28954.8381,-24696.9993,-2570.8032000000003
-25338.675600000002,-26156.1104,-2312.7584
-21473.1009,-27438.271800000002,-2006.3318000000002
-17390.603300000002,-28525.3545,-1664.1327
-13131.3682,-29399.3914,-1300.0778
-8736.055,-30051.2426,-934.0188
-4240.8683,-30473.994700000003,-572.3671
313.9024,-30662.4922,-231.42010000000002
4893.0733,-30613.476000000002,81.8392
9460.596,-30322.7726,358.25710000000004
13984.2934,-29787.9042,589.2459
18420.6356,-28993.221800000003,771.7455
22713.0834,-27950.335600000002,900.7964000000001
26823.0422,-26665.0157,974.9895
30695.6614,-25152.061400000002,996.2988
34292.5294,-23442.2841,960.5407
37573.5273,-21562.1133,869.3355
40518.2736,-19554.183,728.2270000000001
43113.9063,-17446.7431,540.6405
45363.821800000005,-15271.8405,304.8241
47265.6788,-13038.7947,25.2239
48807.281200000005,-10761.9822,-289.3958
49980.713800000005,-8459.5987,-633.2223
50778.46,-6150.3314,-997.8118000000001
51191.1276,-3864.6110000000003,-1384.8455000000001
51229.903900000005,-1629.7772,-1722.3049
50912.8764,538.6087,-2056.6309
50248.6973,2624.7631,-2326.5579000000002
49265.7716,4585.2766,-2477.0522
48008.8916,6426.978700000001,-2440.0395000000003
46527.982500000006,8155.651000000001,-2024.7804
44858.5186,9765.0202,-696.1781000000001
43025.2822,10196.5566,4199.4456
41040.5088,-2672.4093000000003,11807.7934
38949.0895,-9631.6262,8746.457400000001
36747.171200000004,-11764.661,7201.0559
34441.548500000004,-13010.4118,6274.5748
32050.811400000002,-13879.458400000001,5544.5881
29615.3951,-14488.1492,4877.0398000000005
27190.7881,-14877.1363,4226.7026000000005
24834.560100000002,-15078.7648,3580.5401
22599.4055,-15133.2504,2938.4454
20525.9453,-15092.080600000001,2301.3071
-44936.9409,-4705.9376,-2857.4217000000003
-45071.2514,-3780.1308000000004,-2499.8055
-45166.111600000004,-2985.4434,-2230.0832
-45284.908800000005,-2344.8456,-1919.2823
-45479.1039,-2005.3738,-1417.5647000000001
-45768.7231,-1981.9915,389.1508
-46150.9878,-1351.8175,1248.2643
-46592.1978,-1823.0576,1034.6239
-47031.517,-2711.2128000000002,781.4203
-47406.5746,-3843.23,693.6318
-47640.0432,-5338.6178,216.0995
-47631.207200000004,-6991.0175,-44.912600000000005
-47335.920300000005,-8824.284300000001,-276.07460000000003
-46702.2889,-10802.5527,-479.6309
-45694.532900000006,-12892.3783,-646.9466
-44281.301100000004,-15055.166200000001,-778.0785000000001
-42443.5247,-17248.4494,-872.5285
-40178.3052,-19426.3972,-931.4954
-37488.5167,-21552.6863,-958.7078
-34381.3628,-23587.1058,-957.9635000000001
-30875.317700000003,-25489.7805,-930.4490000000001
-26994.2056,-27224.6461,-882.5328000000001
-22767.1214,-28745.992700000003,-814.0104
-18241.7372,-30013.511400000003,-725.7625
-13476.047,-30993.6192,-623.2117000000001
-8536.3682,-31663.3774,-515.7886
-3483.2444,-32006.683100000002,-412.6008
1608.9893000000002,-32014.244400000003,-328.4205
6673.0958,-31684.765000000003,-275.7154
11641.6805,-31021.796100000003,-271.1616
16440.844,-30034.3233,-329.25800000000004
21004.1683,-28746.4647,-460.88140000000004
25264.0279,-27186.7184,-673.5113
29165.388600000002,-25404.8895,-969.8271000000001
32673.8777,-23456.7644,-1348.6883
35774.6298,-21397.8695,-1801.0213
38473.301400000004,-19275.0901,-2315.7124
40776.07,-17129.5819,-2881.3471
42710.3943,-15004.822900000001,-3479.7706000000003
44313.514800000004,-12910.192200000001,-4094.5782000000004
45601.587400000004,-10853.5074,-4711.6229
46591.5743,-8841.2386,-5311.7462000000005
47298.9528,-6879.0616,-5880.7451
47730.8082,-4961.1103,-6427.8985
47895.134300000005,-3069.6181,-6944.1443
47840.863300000005,-1349.982,-7238.1965
47563.7702,366.2986,-7538.8746
47092.0817,2020.8234,-7709.122200000001
46452.6488,3637.1892000000003,-7718.585
45673.3285,5270.4506,-7502.7146
44777.9052,7041.9124,-6857.5298
43770.8448,9218.2738,-5031.3211
42639.117000000006,10836.7291,2806.375
41376.982500000006,-1246.6748,11852.0825
39963.8664,-6655.922100000001,10774.275
38370.6701,-9067.581900000001,9904.2641
36588.8612,-10734.1636,9267.2647
34633.8718,-12055.424700000001,8722.7634
32536.277100000003,-13126.706100000001,8230.6284
30356.3973,-13981.4892,7761.5707
28151.282300000003,-14649.3104,7297.192300000001
25974.5474,-15161.4428,6834.0434000000005
23866.9743,-15564.9055,6370.3604000000005
-45977.5533,-4528.0387,-1130.741
-45947.598000000005,-3463.4216,-1190.3199
-45832.018500000006,-2484.445,-1292.7406
-45709.4073,-1774.4263,-1408.0323
-45638.240600000005,-1286.3137000000002,-1521.198
-45644.5057,-1330.5308,-1456.8253
-45743.979100000004,-2127.184,447.73740000000004
-45937.766800000005,-2141.9728,1437.1799
-46193.7411,-2726.3728,1673.4587000000001
-46454.4276,-3615.4546,1828.894
-46644.910800000005,-4761.9789,1872.9434
-46692.4196,-6123.6978,1902.5643
-46531.7114,-7684.2095,1902.9441000000002
-46104.612400000005,-9424.105800000001,1863.4706
-45359.749800000005,-11310.9144,1787.5268
-44261.4634,-13306.7229,1674.2595000000001
-42778.8833,-15375.0863,1529.6879000000001
-40899.51,-17473.6005,1358.3377
-38613.3482,-19563.4863,1162.7114000000001
-35925.5648,-21603.787500000002,950.8548000000001
-32833.4876,-23560.8174,722.8427
-29356.841500000002,-25383.0157,485.8433
-25519.8711,-27036.7714,243.2167
-21344.6801,-28485.1541,-4.3517
-16858.8928,-29673.6996,-260.3578
-12120.9789,-30558.520200000003,-528.5608
-7192.7839,-31094.1267,-810.0253
-2161.9318000000003,-31251.222,-1111.2396
2881.9108,-31010.258400000002,-1442.4531000000002
7832.8464,-30366.6738,-1809.2982000000002
12591.6255,-29341.272100000002,-2217.9992
17061.0946,-27966.2994,-2671.7534
21156.8998,-26298.5498,-3171.6465000000003
24818.2343,-24406.194,-3715.1047000000003
28004.416800000003,-22366.794,-4298.2017000000005
30705.653000000002,-20266.3144,-4915.737
32942.633200000004,-18179.5746,-5559.9361
34757.8805,-16168.275000000001,-6224.282700000001
36210.7754,-14276.1082,-6898.3282
37367.2076,-12527.3169,-7571.377100000001
38291.4588,-10926.1186,-8231.5835
39043.8513,-9465.1347,-8864.5071
39673.1736,-8123.0414,-9454.7917
40218.4553,-6870.2345000000005,-9990.217700000001
40692.731100000005,-5675.580800000001,-10461.5641
41110.888100000004,-4517.5991,-10853.5283
41478.050200000005,-3362.9210000000003,-11159.014500000001
41806.9893,-2150.2603,-11367.5658
42099.660500000005,-920.3165,-11422.6854
42348.041300000004,376.2626,-11319.8587
42526.7872,1980.5511000000001,-11058.586500000001
42637.2061,4060.1979,-10386.6705
42627.6272,7393.078,-8362.6897
42448.059400000006,10923.2363,2971.2027000000003
42095.570700000004,1294.6759,11497.1376
41515.7804,-3097.6803,11590.257300000001
40679.780900000005,-5663.1484,11233.6283
39586.2975,-7624.0693,10855.2328
38254.2433,-9286.3387,10472.0097
36724.149600000004,-10725.033300000001,10082.5669
35041.6144,-11974.314,9685.3042
33255.2281,-13063.2906,9269.2534
31401.275400000002,-14029.502100000002,8835.394
29498.3747,-14909.3618,8384.0004
-46146.8433,-4641.6818,1000.018
-46210.0518,-3349.8616,604.0547
-46140.9853,-2230.5818,176.8639
-46014.3671,-1318.0819000000001,-351.8396
-45879.6627,-644.0182,-906.6976000000001
-45744.234000000004,-883.5076,-1387.7822
-45635.4847,-2448.049,260.3285
-45550.1284,-3171.2833,1250.6129
-45457.7675,-4054.7922000000003,1773.6352000000002
-45313.7231,-5115.844700000001,2139.5276
-45072.682400000005,-6332.7551,2376.7086
-44684.2885,-7684.1179,2536.1032
-44110.0913,-9153.2281,2620.0332000000003
-43327.832,-10723.9141,2629.7947
-42304.6443,-12382.504500000001,2574.3224
-41014.5689,-14102.9495,2463.4671000000003
-39443.767100000005,-15867.2288,2305.8544
-37571.654800000004,-17659.609200000003,2110.5671
-35378.863000000005,-19452.149400000002,1889.5593000000001
-32851.2647,-21226.2959,1650.3152
-29965.2167,-22942.7488,1400.1945
-26715.2651,-24553.6934,1148.2245
-23102.925900000002,-26007.504100000002,894.1245
-19146.0868,-27236.4959,634.2093
-14896.641300000001,-28172.5204,363.56280000000004
-10426.4144,-28757.4211,67.7204
-5831.556500000001,-28942.030000000002,-261.2436
-1225.7071,-28706.4843,-637.5732
-44254.853200000005,-9056.1285,2011.1615000000002
-45228.715500000006,-7137.683800000001,1628.8602
-45863.5163,-5224.4047,1270.6496
-46192.4893,-3377.7964,844.2147
-46253.9939,-1640.4041,524.1723000000001
-46100.0878,-183.4789,-194.4725
-45762.2776,-885.8856000000001,-1360.3247000000001
-45288.447700000004,-3015.8804,-856.293
-44696.3827,-4564.1744,-477.7404
-43995.7335,-5984.0706,-296.56350000000003
-43203.4461,-7349.453600000001,-92.83330000000001
-42315.338800000005,-8699.9014,9.2545
-41319.023400000005,-10046.942200000001,96.85690000000001
-40208.593700000005,-11412.245200000001,181.2332
-38960.7145,-12817.6178,257.2849
-37534.8769,-14275.6411,324.6214
-35896.202600000004,-15781.8618,382.26890000000003
-34013.0777,-17335.146500000003,431.72610000000003
-31841.352000000003,-18919.0391,470.8509
-29340.016900000002,-20501.6613,488.8612
-26479.1901,-22034.5331,480.0341
-23248.2593,-23456.0618,438.97200000000004
-19649.4946,-24697.2534,362.137
-15719.8633,-25675.2292,248.3117
-11521.361,-26314.3051,97.78070000000001
-7153.820000000001,-26545.076,-86.2478
-2737.9503,-26324.6594,-299.3428
1587.2828000000002,-25630.258700000002,-539.5694
5670.4939,-24476.5472,-800.3921
9367.2931,-22916.2828,-1071.6986
12555.874300000001,-21038.7517,-1349.4285
15150.1839,-18959.769500000002,-1625.2229
17109.7955,-16810.7402,-1890.7563
18444.012300000002,-14731.513,-2136.3107
19218.479,-12851.064100000001,-2361.0369
19542.9425,-11261.9738,-2566.828
19542.1509,-10025.985200000001,-2762.0401
19362.9512,-9166.3619,-2958.2515000000003
19136.470400000002,-8663.3038,-3165.1095
18967.792100000002,-8477.533800000001,-3393.0739000000003
18940.274400000002,-8560.8799,-3648.5958
19118.208300000002,-8860.3802,-3934.9504
19547.3181,-9321.9904,-4253.163500000001
20264.0459,-9892.6721,-4600.9156
21292.4743,-10515.211000000001,-4974.6296
22646.3357,-11128.5196,-5371.7403
24323.907000000003,-11660.4182,-5788.210300000001
26293.4355,-12036.138,-6230.027300000001
28510.824200000003,-12192.249800000001,-6711.2275
30931.9398,-12047.8027,-7260.0135
33495.5974,-11469.8361,-7939.6171
36115.2905,-10215.4796,-8895.6429
38707.3282,-7340.375800000001,-10524.705100000001
41167.1361,3107.5953,-11467.367100000001
43410.432700000005,10693.225400000001,87.0104
45339.5455,8510.9565,3974.7679000000003
46904.9928,6008.4844,5352.9633
48014.3165,3682.0067000000004,6043.6119
48659.961200000005,1090.9948,6585.3963
48844.300500000005,-1323.0281,6817.5428
48573.4386,-3799.2164000000002,6944.450400000001
47896.722700000006,-6136.5338,7000.3435
46861.8805,-8341.7685,7010.051600000001
45522.6105,-10422.8307,6960.6583
-44469.536100000005,-9458.4908,277.23650000000004
-45444.9637,-7427.468800000001,307.022
-46065.4813,-5447.0099,179.0372
-46356.7837,-3506.444,377.9811
-46354.8853,-1644.0372,358.377
-46129.932,24.183600000000002,-67.32130000000001
-45731.5357,-890.1913000000001,-1426.4223000000002
-45217.7477,-2790.3264,-1546.9143000000001
-44608.0095,-4349.4885,-1646.5247000000002
-43893.5447,-5810.9955,-1769.3065000000001
-43085.4266,-7245.985100000001,-1852.3975
-42181.5135,-8663.088,-1792.0937000000001
-41140.889500000005,-10101.795900000001,-1889.3226000000002
-39922.589100000005,-11583.4974,-1891.3821
-38512.3297,-13091.9095,-1867.7546
-36883.975,-14629.509,-1837.1589000000001
-35002.476800000004,-16185.2093,-1807.3127000000002
-32845.9122,-17731.228300000002,-1796.2298
-30396.7582,-19242.6077,-1813.0304
-27640.6332,-20683.8534,-1862.5795
-24571.981200000002,-22011.694600000003,-1955.0807000000002
-21196.602600000002,-23169.6067,-2089.7991
-17549.8476,-24096.726300000002,-2263.5313
-13684.0481,-24734.075200000003,-2474.3541
-9670.924500000001,-25037.516900000002,-2716.1332
-5601.479600000001,-24951.4108,-2984.5363
-1601.3589000000002,-24450.734200000003,-3266.7654
2194.6756,-23551.1342,-3547.5834
5672.855500000001,-22296.3901,-3816.3307
8725.3213,-20758.3158,-4058.8269
11280.7896,-19039.1663,-4262.7767
13313.907200000001,-17254.4061,-4412.7390000000005
51008.0299,-5685.8122,-294.6418
51385.0121,-3410.6191000000003,-610.0406
51375.3596,-1160.8417,-960.1006000000001
50996.4697,1023.4284,-1280.2923
50253.299900000005,3122.9371,-1543.0584000000001
49181.326400000005,5097.102400000001,-1678.2133000000001
47828.509900000005,6928.2613,-1593.0947
46242.2379,8617.5697,-1038.5083
44459.0153,10058.4721,736.8281000000001
42499.061,8422.5484,7581.8215
40381.4839,-6212.4006,10724.67
38173.5366,-10786.8434,7697.7212
35873.462700000004,-12510.7455,6300.8730000000005
33488.9954,-13515.7819,5517.3953
31041.668,-14216.1393,4813.9534
28585.279300000002,-14671.2117,4135.979
26178.7704,-14915.6551,3473.1517000000003
23876.2451,-14987.8992,2813.6024
21725.125200000002,-14931.4496,2153.2490000000003
19756.3227,-14805.392600000001,1507.3485
-44132.6972,-7105.8289,-3502.6424
-44563.469000000005,-5914.9332,-2993.5676000000003
-44813.067,-4704.8975,-2703.7742000000003
-44974.1446,-3719.5288,-2398.5874
-45112.3954,-2898.7366,-2064.9199000000003
-45285.429500000006,-2264.427,-1677.9181
-45538.0732,-1936.9747,-1016.1940000000001
-45888.375100000005,-1479.5700000000002,840.3308000000001
-46324.4401,-1244.46,948.1098000000001
-46816.941900000005,-1932.5551,587.5116
-47211.7298,-3178.1238000000003,327.15160000000003
-47389.0362,-4601.8312000000005,479.75910000000005
-47599.288400000005,-5696.9415,267.02500000000003
-47600.4584,-7356.865000000001,-48.197500000000005
-47214.562300000005,-9331.6043,-567.2128
-46433.677500000005,-11387.2409,-813.4753000000001
-45278.2169,-13510.673,-1001.3048
-43720.9856,-15681.1582,-1141.9805000000001
-41744.729100000004,-17858.219800000003,-1232.77
-39352.750100000005,-20004.9984,-1277.5053
-36545.4989,-22086.5142,-1280.8097
-33332.449400000005,-24064.6898,-1247.9757
-29735.800900000002,-25899.3031,-1183.217
-25774.7444,-27555.4726,-1087.4593
-21491.9504,-28983.1088,-966.8713
-16936.8332,-30153.9415,-822.9111
-12168.683200000001,-31037.515000000003,-665.2435
-7250.1084,-31618.526700000002,-504.64270000000005
-2241.5249,-31883.141600000003,-350.6658
2791.3837000000003,-31826.2091,-219.9282
7787.1876,-31448.4925,-127.6918
12685.026100000001,-30754.6395,-83.52470000000001
17421.840200000002,-29750.037200000002,-109.2539
21925.7019,-28455.4235,-209.4026
26137.616,-26901.163,-389.9737
30007.8279,-25135.597100000003,-657.6202000000001
33505.140100000004,-23202.3627,-1006.9034
36609.818100000004,-21153.871900000002,-1429.5947
39322.781500000005,-19034.2416,-1913.7085000000002
41651.1648,-16883.4874,-2446.7349
43614.344000000005,-14734.5506,-3011.255
45241.3257,-12602.013200000001,-3594.416
46546.7793,-10482.955100000001,-4185.2685
47525.095400000006,-8382.9818,-4808.5463
48116.1042,-6239.633000000001,-5735.6555
48458.2087,-4317.0303,-6045.8643
48663.118200000004,-2427.8298,-5951.936500000001
48523.6721,-600.8388,-6369.2945
48142.6279,1141.3153,-6657.026400000001
47549.871100000004,2831.4163000000003,-6810.1335
46783.845400000006,4481.7021,-6784.5647
45881.209500000004,6148.356000000001,-6482.3071
44875.8433,7977.0869,-5617.1888
43746.836200000005,10210.007,-2980.8842
42297.594900000004,8925.6873,7879.809700000001
40838.2177,-4062.1083000000003,11918.817700000001
39234.8185,-8033.5816,10491.4066
37477.0196,-10145.811,9499.071
35536.4221,-11651.584,8774.7749
33477.774000000005,-12782.224400000001,8175.6081
31301.6631,-13701.812300000001,7656.408
29064.3021,-14428.459,7155.9083
26822.9827,-14979.174200000001,6664.1533
24634.3406,-15384.212300000001,6175.9085000000005
22532.1643,-15697.3911,5690.8916
26809.320600000003,-11831.4348,-6834.2748
24944.710600000002,-11466.5568,-6523.4358
23318.1474,-10990.406700000001,-6167.4269
21965.295700000002,-10451.602,-5782.0465
20898.917,-9905.816700000001,-5375.4592
20114.3521,-9403.1176,-4960.228700000001
-40258.0875,-11477.167300000001,658.4335
-41374.923800000004,-10125.747000000001,652.1962
-42379.6161,-8792.678100000001,638.3182
-43332.5013,-7389.0113,580.6159
-44211.201700000005,-6000.0082,674.0400000000001
-44947.032400000004,-4556.4427000000005,857.0759
-45555.2607,-2991.1734,980.5653000000001
-46030.8756,-1061.717,1214.2373
-46351.902200000004,-427.6592,348.13030000000003
-46482.107,-1977.4247,38.0677
-46366.656500000005,-3807.2643000000003,37.554300000000005
-45969.406800000004,-5702.5837,188.3733
-45290.8507,-7573.2334,643.0763000000001
-44238.6024,-9698.1753,598.1756
-42796.5717,-11692.543,656.3438
-40995.2912,-13513.836200000002,836.0211
-38885.713800000005,-15150.048,1016.63
-36547.023,-16573.8414,1198.6937
-34049.4185,-17781.787800000002,1388.6943
-31466.4262,-18779.9733,1593.3071
-28860.1921,-19607.931800000002,1810.1373
-26264.8109,-20313.3599,2039.3441
-23691.107,-20947.0619,2279.4967
-21125.5068,-21552.044400000002,2530.0866
-18544.3417,-22158.4139,2785.4552000000003
-15908.1489,-22788.064000000002,3039.5094000000004
-13181.0386,-23446.1605,3286.8711000000003
-10313.2017,-24131.9766,3528.3179
-7257.433400000001,-24809.0911,3762.2286000000004
-3994.8385000000003,-25431.0095,3988.936
-522.258,-25946.068900000002,4213.8913
3140.7326000000003,-26297.8853,4434.3992
6947.6927000000005,-26434.8125,4660.370800000001
10834.1319,-26320.3761,4886.5022
14721.4617,-25938.4232,5115.090200000001
18539.260000000002,-25296.9765,5346.1494
22221.1819,-24408.336000000003,5575.7888
25709.7537,-23309.1532,5801.1758
28970.283300000003,-22036.538,6025.0762
31985.391900000002,-20629.6287,6244.9391000000005
34752.0766,-19118.9041,6455.7716
37273.2526,-17524.507700000002,6655.4436000000005
39553.582500000004,-15859.5509,6840.847000000001
41603.8663,-14127.0341,7012.0654
43424.9533,-12309.1177,7166.8017
44991.504700000005,-10397.848100000001,7298.264
46275.454900000004,-8391.5854,7389.8256
47234.822700000004,-6329.6319,7383.790400000001
47797.8102,-4127.3755,7607.1561
47969.790400000005,-1908.0695,7717.446000000001
47688.045000000006,281.3965,7837.76
46928.459500000004,2321.7142,8034.7864
45707.964100000005,4013.1631,8401.4665
44062.4959,4899.9476,9262.0232
42060.035500000005,2424.7977,11387.5342
39763.9193,-11089.630500000001,6114.0047
37233.772600000004,-13454.8497,-523.1929
34575.5288,-13846.0026,-2296.7212
31970.577100000002,-13874.1466,-3095.4269
29453.878500000003,-13762.3309,-3340.7883
27091.3601,-13451.9991,-3417.3661
24947.713,-12951.4801,-3419.869
23081.5708,-12297.6254,-3386.8695000000002
21535.9277,-11557.3431,-3340.3396000000002
20321.4309,-10801.564100000001,-3297.3985000000002
19425.3898,-10096.8071,-3270.8763000000004
-40356.7951,-11041.506300000001,-1363.0199
-41474.862700000005,-9628.696,-1306.7408
-42448.0703,-8276.1861,-1234.4413
-43335.7064,-6918.693700000001,-1136.2719
-44136.307700000005,-5655.4447,-761.3968
-44851.349500000004,-4334.6014000000005,-317.4239
-45485.995800000004,-2923.4172000000003,273.8231
-46027.326100000006,-979.812,1160.7674
-46438.8205,-748.2257000000001,386.55850000000004
-46667.9784,-2214.0939000000003,-179.1502
-46648.1118,-4008.4468,-601.1524000000001
-46366.7497,-5810.7214,-613.8505
-45765.3364,-7854.5019,-943.9592
-44748.1759,-9997.567200000001,-1296.6629
19110.5429,-14480.3251,725.3334
17462.347700000002,-14291.813,87.7128
-43246.472,-8642.7981,-3647.1498
-43917.710100000004,-7175.7713,-3515.8756000000003
-44395.145300000004,-5729.6763,-3410.2151000000003
-44696.0973,-4790.9161,-2845.7822
-44912.8648,-3854.3847,-2455.0693
-45103.365000000005,-3024.4993,-2070.9718000000003
-45330.621100000004,-2412.9245,-1586.5971000000002
-45633.1241,-2143.6593000000003,-552.9212
-46019.9685,-1237.4978,1176.8466
-46462.201700000005,-1362.232,928.4747000000001
-46905.8525,-2191.9008,502.658
-47292.1645,-3332.3184,194.8783
-47576.9748,-4697.8628,157.1459
-47650.4845,-6356.2201000000005,-474.5025
-47433.6191,-8148.1347000000005,-825.7833
-46888.2097,-10080.9095,-1108.0973000000001
-45983.5339,-12122.864300000001,-1338.6676
-44696.0339,-14236.967200000001,-1513.8890000000001
-43002.3749,-16386.0559,-1632.8042
-40898.1025,-18528.9081,-1695.3702
-38383.883200000004,-20631.576100000002,-1707.9087000000002
-35467.520000000004,-22655.5888,-1672.2005000000001
-32159.410600000003,-24564.8352,-1591.9282
-28481.247900000002,-26321.7677,-1476.9113
-24460.771800000002,-27885.3259,-1327.4844
-20145.630400000002,-29217.5354,-1148.8108
-15583.824,-30291.2081,-948.2747
-10835.790700000001,-31081.8194,-737.1469000000001
-5957.0807,-31577.5279,-526.028
-1008.8392,-31768.821,-327.1542
3952.9285,-31656.4494,-153.674
8871.9979,-31237.2567,-21.6533
13690.6695,-30519.4769,57.3934
18355.3352,-29505.5373,69.3956
22797.0753,-28211.0864,5.5107
26958.0406,-26669.707700000003,-139.8067
30797.3773,-24918.690700000003,-368.7758
34279.7734,-22999.4277,-680.0096
37382.7114,-20957.8393,-1057.2507
40103.7079,-18839.3466,-1495.5034
42448.9107,-16678.413800000002,-1983.5527000000002
44426.9934,-14503.7237,-2502.8826
46061.7036,-12333.084200000001,-3042.4657
47361.4476,-10171.4864,-3586.7147
48332.079300000005,-8012.5411,-4141.8731
48941.922300000006,-5864.813,-4873.0229
49272.443600000006,-3885.4087000000004,-5116.9154
49306.9774,-1956.1084,-5446.1329000000005
49059.880900000004,-73.8763,-5793.8772
48560.205,1742.9799,-6052.3397
47829.260200000004,3483.4285,-6179.915800000001
46909.8674,5165.2376,-6120.5171
45838.6956,6855.2983,-5729.3185
44641.1751,8685.6266,-4632.2703
43327.4942,10690.74,-901.0264000000001
41891.999500000005,3660.7483,11024.6239
40253.7804,-5871.402700000001,11113.179600000001
38510.859300000004,-9157.9388,9681.739800000001
36624.4135,-10951.4614,8812.480300000001
34577.4486,-12278.7351,8155.312900000001
32392.6186,-13322.6991,7581.6794
30118.4769,-14135.9221,7046.372
27817.6378,-14750.149500000001,6523.9352
25547.881800000003,-15192.724600000001,6005.1628
23357.871600000002,-15504.303100000001,5490.4087
21277.4141,-15736.389500000001,4980.2612
19313.5207,-15942.4186,4475.8802000000005
-45421.050500000005,-6627.437800000001,-1982.6326000000001
-45724.793600000005,-5312.4458,-1914.7710000000002
-45804.8815,-4170.9635,-1696.2125
-45743.138,-3159.3438,-1674.5447000000001
-45647.874,-2353.1336,-1648.059
-45582.653000000006,-1709.5755000000001,-1603.9384
-45593.7905,-1360.0446000000002,-1514.9517
-45701.7151,-1866.1757,-616.8119
-45919.552,-1780.5563000000002,1130.7217
-46225.4711,-2115.2599,1362.8781000000001
-46571.1547,-2839.4776,1394.0141
-46860.1157,-3873.5173,1469.9291
-47036.9073,-5221.966,1868.7298
-47097.373700000004,-6724.9169,1520.2195000000002
-46882.2431,-8419.4041,1388.4811
-46346.4904,-10281.194300000001,1277.5112000000001
-45450.7512,-12280.895,1159.1762
-44162.9666,-14378.261400000001,1030.7242
-18135.859500000002,-21211.3528,-5640.0648
-15170.2373,-21356.984200000003,-5755.314600000001
-12226.787600000001,-21332.921700000003,-5832.2402
-9335.0106,-21142.013000000003,-5859.4979
-6524.0761,-20794.038800000002,-5825.5576
-3828.5752,-20297.7468,-5723.4091
-1281.4516,-19671.668400000002,-5551.1203000000005
1080.5005,-18941.5927,-5306.4546
3228.2309,-18152.3722,-4994.875300000001
5162.2406,-17351.376,-4624.0449
6892.133400000001,-16575.4902,-4205.9202000000005
8436.239800000001,-15865.4994,-3747.2126000000003
9829.6068,-15253.511,-3258.5611000000004
11115.2499,-14760.7044,-2746.9008000000003
12341.273000000001,-14402.7005,-2215.6749
13559.560800000001,-14183.0275,-1667.6115
14819.4559,-14096.1402,-1103.4568000000002
16168.6221,-14127.7473,-524.3081000000001
17652.6618,-14252.094500000001,67.4282
19303.4391,-14428.9856,665.0604000000001
21134.7013,-14614.000300000002,1254.4734
23143.7945,-14753.636900000001,1821.0887
25295.4169,-14800.5669,2344.5919
27543.0635,-14729.209,2792.2641000000003
29833.371300000003,-14527.835200000001,3122.9593
32104.084300000002,-14211.0334,3267.8756000000003
34310.7397,-13834.1023,3075.0065
36465.1419,-13393.268900000001,1929.6147
38446.0159,-12943.7238,-1439.5308
40370.5617,-3204.2868000000003,-11889.520900000001
42182.479100000004,5177.7052,-10253.608400000001
43867.965500000006,5922.381,-8698.7592
45407.0846,5304.470200000001,-7843.1259
46773.7748,4186.7311,-7202.236000000001
47931.7986,2767.0733,-6641.1169
48842.0494,1107.5796,-6119.2163
49452.9945,-772.2439,-5607.0713000000005
49743.6586,-2827.8435,-4671.4454000000005
49618.3637,-4830.7308,-4224.4343
49165.5167,-6927.553,-3736.1728000000003
48371.924600000006,-9082.6185,-3226.1923
-47040.6299,-9389.151300000001,-1196.9312
-47442.384300000005,-7556.7187,-976.3824000000001
-47553.9755,-5902.497200000001,-740.9818
-47448.3464,-4423.673,-522.7961
-47217.008700000006,-3108.2834000000003,-392.3638
-46904.4744,-2067.1536,-90.0895
-46556.178,-981.1370000000001,405.668
-46241.4965,160.62650000000002,305.90520000000004
-46015.711,-115.1015,-666.3675000000001
-45871.8874,-938.0994000000001,-1036.6415
-45815.1767,-1760.8194,-1268.8662000000002
-45811.7925,-2666.5063,-1474.3655
-45799.040700000005,-3708.5008000000003,-1643.5545000000002
-45694.7292,-4909.865,-1795.6180000000002
-45421.9008,-6249.733200000001,-1926.5524
-44952.6769,-7677.840700000001,-1844.634
-44212.711200000005,-9275.8485,-1994.9069000000002
-43140.2036,-10877.8765,-2171.8158000000003
-41746.8114,-12452.011,-2255.3904
-40055.2716,-13964.6263,-2312.7095
-38084.0063,-15382.0339,-2345.791
-35864.6857,-16675.7952,-2356.0771
-33434.0202,-17826.855,-2334.5807
-30835.8184,-18818.981200000002,-2284.2919
-28109.582000000002,-19657.469800000003,-2202.2694
-25278.7968,-20346.3034,-2087.9619000000002
-22375.041100000002,-20880.1474,-1944.5964000000001
-19430.2601,-21267.3197,-1773.1108000000002
-16465.217800000002,-21514.0108,-1573.7104000000002
-13498.4634,-21625.5479,-1347.4238
