r,theta,phi,Br,Btheta,Bphi
6890.0091,177.48581819999998,-97.0075763,40558.4865,-6190.5442,10627.4357
6890.02971,174.6008524,-58.2980394,38020.4832,-12304.420100000001,4922.4098
6890.033,171.0180938,-48.3727531,35424.6053,-13625.9313,2910.886
6890.01831,167.3155505,-44.281616,32804.252400000005,-14237.762900000002,1940.4851
6889.98465,163.5738886,-42.136745499999996,30221.5645,-14500.623800000001,1293.3238000000001
6889.93075,159.8146949,-40.863231899999995,27740.146200000003,-14491.814100000001,736.9329
6889.85517,156.046055,-40.0523628,25427.1083,-14262.1298,213.2099
6889.75621,152.2716466,-39.515785799999996,23339.3993,-13864.3024,-302.13710000000003
6889.632060000001,148.4933666,-39.1548397,21513.220400000002,-13365.457600000002,-819.4268000000001
6890.0466799999995,175.1398734,126.94421659999999,43674.6423,9826.9099,-3870.8955
6890.09642,177.6866689,176.1677839,42415.8591,9593.644900000001,6089.256600000001
6890.1291200000005,176.028302,-115.685193,41039.1448,-3145.6075,11709.5733
6890.144490000001,172.59127519999998,-99.01549089999999,39513.8988,-7567.8918,10412.4666
6890.14196,168.92310479999998,-93.2433688,37815.708600000005,-9756.614,9536.2371
6890.120650000001,165.1944895,-90.45905429999999,35934.2718,-11300.5923,8895.089100000001
6890.07941,161.4416813,-88.878153,33889.6511,-12525.598100000001,8345.709200000001
6890.01691,157.6767183,-87.8966925,31719.642200000002,-13509.2317,7836.342000000001
6889.93166,153.9046917,-87.2558504,29487.642900000003,-14280.043800000001,7343.4191
6889.821980000001,150.1281029,-86.8266254,27249.9055,-14867.171900000001,6863.1223
6869.89701,9.7902366,-78.98620609999999,-45637.716,-1680.5211000000002,-1505.874
6869.71634,6.145573499999998,-70.9760259,-45594.654,-1256.3591000000001,-1556.6283
6869.60791,2.9531755000000004,-42.916886999999996,-45635.9328,-1460.8677,-1319.3151
6869.57253,2.9513174000000078,37.2614397,-45778.045000000006,-2041.2303000000002,754.3322000000001
6869.61038,6.142966800000011,65.3536785,-46020.3177,-2168.6578,1425.9772
6869.72099,9.78765940000001,73.3698872,-46329.039300000004,-2794.7944,1550.9848000000002
6869.90328,13.523888800000009,76.89156,-46554.342300000004,-3816.1881000000003,1934.7859
6870.15546,17.2923502,78.7971122,-46772.162500000006,-4890.468800000001,1830.4888
6870.47504,21.075673500000008,79.9483302,-46840.464700000004,-6295.0272,1814.1857
6870.85888,24.866978400000008,80.68845139999999,-46674.693400000004,-7893.880800000001,1756.1143000000002
6871.30333,28.662992200000005,81.1804686,-46220.5048,-9679.327500000001,1694.5275000000001
6871.804230000001,32.4619513,81.5115704,-45434.0941,-11607.0807,1601.6141
6872.35696,36.262813300000005,81.73259589999999,-44280.060900000004,-13640.2199,1479.8258
6872.95647,40.0649159,81.8751978,-42729.7076,-15740.230300000001,1333.8059
6873.5974400000005,43.8678119,81.9601297,-40774.0353,-17864.3532,1166.4192
6874.2742800000005,47.6711844,82.0015866,-38403.4927,-19972.0875,981.479
6874.98122,51.4747988,82.0096277,-35626.3358,-22022.6423,781.1404
6875.71221,55.2784751,81.99160549999999,-32438.8652,-23978.081000000002,571.812
6876.46088,59.0820672,81.95304209999999,-28868.670700000002,-25789.235200000003,355.264
6877.2213,62.8854523,81.8981912,-24939.272100000002,-27423.481200000002,131.7558
6877.98809,66.6885281,81.83040729999999,-20674.8105,-28844.2881,-98.0158
6878.75582,70.4912085,81.75239979999999,-16106.1556,-29997.744400000003,-334.84770000000003
6879.51928,74.2934165,81.6664117,-11291.2126,-30838.9874,-580.9472000000001
6880.2737,78.0950843,81.5743474,-6301.779600000001,-31325.4464,-837.7428
6881.01462,81.8961516,81.4778692,-1225.1219,-31432.246900000002,-1113.7017
6881.73789,85.6965638,81.3784714,3852.9529,-31143.4402,-1416.8435000000002
6882.439810000001,89.4962709,81.2775406,8826.8153,-30455.386300000002,-1757.0546000000002
6883.11707,93.2952277,81.17640779999999,13598.7075,-29389.9761,-2139.0685000000003
6883.76675,97.0933918,81.0763959,18073.8825,-27980.0223,-2568.056
6884.386390000001,100.890724,80.978867,22168.678,-26282.0628,-3044.8126
6884.973980000001,104.6871867,80.8852727,25824.6371,-24365.0661,-3566.1927
6885.528020000001,108.4827432,80.7972111,29003.7207,-22308.304500000002,-4132.267
6886.04748,112.2773571,80.7164961,31699.945,-20193.3321,-4736.1513
6886.53178,116.0709901,80.64524569999999,33935.856700000004,-18092.9932,-5371.4739
6886.98078,119.8636003,80.5859972,35755.4244,-16066.774000000001,-6030.1742
6887.394719999999,123.6551391,80.54186659999999,37217.18,-14154.9014,-6701.4349
6887.7742,127.445547,80.5167716,38384.329600000005,-12377.8585,-7373.9659
6888.120150000001,131.2347469,80.5157566,39317.4637,-10739.4475,-8037.053400000001
6888.43372,135.0226348,80.54547819999999,40072.7348,-9228.766300000001,-8670.2963
6888.71623,138.8090645,80.61495479999999,40692.7825,-7827.6732,-9260.8174
6888.96917,142.5938239,80.7367683,41212.796,-6506.8374,-9793.5616
6889.19415,146.3765947,80.9290716,41644.0582,-5237.8468,-10260.0139
6889.39282,150.1568834,81.21911209999999,41991.547300000006,-3956.6374,-10680.0449
6889.56681,153.9338902,81.6497979,42273.8255,-2694.2725,-10958.605300000001
6889.71768,157.70624750000002,82.2928781,42520.139200000005,-1587.8126,-11067.0216
6889.84678,161.4714386,83.2780344,42704.1169,-295.10020000000003,-11125.4472
6889.95531,165.2243378,84.86571219999999,42826.389,1114.3791,-11018.813900000001
6890.04433,168.95281,87.6645645,42881.3582,2760.0325000000003,-10675.5787
6890.1147,172.6202208,93.4771573,42854.272000000004,4939.779100000001,-9870.5731
6890.16708,176.0532125,110.327062,42704.0513,8546.2744,-7149.520100000001
6890.20191,177.6794444,178.95022129999998,42391.1031,9238.7057,6601.8833
6890.21924,175.112954,-132.394299,41893.8781,-221.0454,11693.591400000001
6890.21882,171.569559,-120.631728,41178.1832,-4074.6918,11481.2381
6890.2000499999995,167.87751029999998,-116.038826,40213.2611,-6452.0645,11071.4774
6890.162060000001,164.1401512,-113.6932547,38994.7925,-8311.5681,10682.2095
6890.103700000001,160.3832054,-112.32025069999999,37550.8714,-9883.2549,10295.994200000001
6890.023679999999,156.6159424,-111.45297339999999,35926.944500000005,-11238.9578,9900.5005
6889.920480000001,152.8424789,-110.8813519,34168.0363,-12410.758600000001,9499.8964
6889.79238,149.06490359999998,-110.49714739999999,32324.9553,-13426.7245,9081.1136
6869.7349699999995,8.74614050000001,-101.18108149999999,-45956.8124,-1150.0154,-577.3389000000001
6869.581810000001,5.1591391999999985,-90.40342989999999,-45829.3023,-613.9257,-1102.7227
6869.50165,2.4030479000000042,-46.725362,-45716.214100000005,-1262.4536,-1315.7802000000001
6869.4950499999995,3.7376845000000003,26.161078399999997,-45640.8894,-2543.8999000000003,592.0778
6869.56195,7.155700400000001,44.7017215,-45592.0878,-3207.3702000000003,1413.6443000000002
6869.7016,10.838595600000005,50.862404399999996,-45534.7448,-4092.5365,1858.6587000000002
6869.91269,14.587037800000004,53.777624499999995,-45417.8589,-5137.8355,2286.6725
6870.19319,18.3608421,55.4160945,-45204.4991,-6406.01,2440.5395000000003
6870.540400000001,22.1469522,56.427240999999995,-44831.579300000005,-7790.8581,2568.0421
6870.95093,25.939876499999997,57.0850819,-44261.4965,-9294.188,2640.1492000000003
6871.42083,29.736897000000006,57.5247859,-43468.266800000005,-10903.0311,2632.2945
6871.94568,33.536506200000005,57.820638699999996,-42419.1586,-12600.8902,2561.1354
6872.52067,37.3377927,58.0168422,-41089.6903,-14360.2747,2435.1715
6873.14071,41.140166900000004,58.1413552,-39466.780900000005,-16162.2296,2262.8592000000003
6873.80042,44.943225500000004,58.212745299999995,-37528.4651,-17985.7514,2054.7626
6874.494100000001,48.7466791,58.2438474,-35261.6671,-19804.880800000003,1819.6129
6875.21583,52.5503104,58.243840899999995,-32649.0612,-21596.4562,1565.4041
6875.95949,56.3539502,58.219487799999996,-29670.7262,-23317.9291,1301.3551
6876.7189100000005,60.1574608,58.1759041,-26330.6438,-24921.7455,1034.8359
6877.488179999999,63.960727000000006,58.1170572,-22629.9337,-26358.781000000003,765.4707000000001
6878.26171,67.7636521,58.046097599999996,-18594.0445,-27557.9925,491.0586
6879.034100000001,71.5661534,57.965586699999996,-14276.5804,-28459.392900000003,203.5029
6879.80015,75.3681581,57.877659099999995,-9748.589,-29006.2042,-107.1926
6880.55497,79.1696011,57.7841409,-5108.7588000000005,-29153.9052,-453.7402
6881.2941200000005,82.9704241,57.6866395,-468.70120000000003,-28884.3722,-847.6898
6882.01354,86.7705747,57.586613,4059.2409000000002,-28201.000600000003,-1297.0584000000001
6882.70961,90.5700053,57.485427099999995,8362.532500000001,-27132.269900000003,-1808.6685
6883.37913,94.3686729,57.3844054,12341.923700000001,-25728.5175,-2383.8531000000003
6884.019310000001,98.1665371,57.284877599999994,15915.926800000001,-24061.820900000002,-3021.3593
6884.627890000001,101.9635601,57.1882263,19034.0442,-22217.2661,-3710.4219000000003
6885.20309,105.7597055,57.095938999999994,21671.4091,-20288.915100000002,-4441.033100000001
6885.74362,109.5549378,57.0096679,23837.9926,-18364.4227,-5197.2959
6886.24869,113.3492208,56.9313031,25573.3604,-16526.7042,-5961.559200000001
6886.71794,117.1425163,56.8630674,26940.5998,-14834.998800000001,-6717.083100000001
6887.15145,120.9347818,56.807642699999995,28014.8105,-13328.964,-7449.669000000001
6887.54959,124.725967,56.7683434,28875.3439,-12026.2034,-8145.133000000001
6887.91309,128.5160083,56.7493651,29600.2338,-10927.5656,-8800.6841
6888.243020000001,132.3048227,56.7561463,30263.804200000002,-10015.3327,-9409.6507
6888.54064,136.0922963,56.7959165,30925.745000000003,-9256.326000000001,-9972.890500000001
6888.80738,139.87826760000002,56.878548699999996,31631.5589,-8611.8613,-10489.5187
6889.04483,143.6624998,57.017941699999994,32413.1577,-8037.464800000001,-10956.8945
6889.25467,147.44463489999998,57.2343597,33289.1292,-7485.8386,-11361.1622
6889.4386,151.2241105,57.5586035,34261.0257,-6911.849200000001,-11702.1684
6889.59824,155.000003,58.0399366,35325.2494,-6259.191900000001,-11984.567500000001
6889.73508,158.7707025,58.7623866,36458.2589,-5493.7645,-12202.2576
6889.85042,162.53317090000002,59.8818914,37651.6425,-4467.6179,-12336.0046
6889.94554,166.2809919,61.723432599999995,38851.0189,-3212.3631,-12370.4516
6890.02149,169.99809499999998,65.0900084,40002.22,-1548.7737,-12296.098300000001
6890.07903,173.6309737,72.5909688,41063.3831,1016.8046,-11888.1352
6890.1188,176.8717753,97.76154539999999,41988.1154,6860.723300000001,-9157.5072
6890.1412199999995,177.22524140000002,177.141842,42693.1554,9192.9938,6195.7599
6890.1463300000005,174.14301999999998,-151.3711081,43085.894400000005,3002.3334,10640.472300000001
6890.13386,170.53418010000001,-142.71418319999998,43197.7837,-411.6062,11117.659300000001
6890.1032700000005,166.82445539999998,-138.9897899,42989.194200000005,-2927.6394,11042.705100000001
6890.053650000001,163.079927,-136.9954301,42444.8041,-5084.9267,10811.8807
6889.9839,159.3193272,-135.7973055,41587.7148,-7016.098400000001,10506.285600000001
6889.892640000001,155.5498959,-135.0292738,40457.204000000005,-8781.8891,10149.5364
6889.778230000001,151.7749909,-134.51923449999998,39091.5339,-10405.709700000001,9752.3331
6889.63889,147.9963669,-134.1757881,37526.8093,-11896.9238,9328.245700000001
6869.913509999999,11.405231999999998,-128.3484638,-46183.4682,-2359.8386,864.7404
6869.7136900000005,7.70703850000001,-122.9437839,-46126.5112,-1110.9948,159.8938
6869.58584,4.2132396000000085,-107.8124488,-45971.4769,-179.5054,-635.1364
6869.53097,2.267244500000004,-44.007565299999996,-45722.833900000005,-1261.3792,-1328.1262000000002
6869.54942,4.643985299999997,10.4257264,-45421.1495,-3082.3197,41.5814
6869.64084,8.187184900000005,23.276302899999997,-45056.4317,-4280.4705,766.8166
6869.80426,11.896614999999997,28.132978599999998,-44611.9279,-5479.4244,1204.133
6870.0380700000005,15.654477600000007,30.574988599999998,-44060.8687,-6679.0555,1590.0608
6870.34005,19.43260740000001,31.992228899999997,-43413.9604,-7968.5092,1912.2599
6870.70733,23.221015500000007,32.882825499999996,-42656.1841,-9294.2332,1954.2616
6871.136390000001,27.015272000000003,33.467937899999995,-41740.4329,-10673.626900000001,2014.1037000000001
6871.6232199999995,30.8131045,33.860478799999996,-40668.5399,-12103.3675,2025.8084000000001
6872.1633,34.613219400000006,34.1240631,-39424.9337,-13589.939100000001,1999.9404000000002
6872.75166,38.4148188,34.297263199999996,-37969.2948,-15143.355000000001,1954.9645
6873.38298,42.2173779,34.404842099999996,-36256.4128,-16744.5816,1890.2992000000002
6874.05162,46.020532,34.463446,-34272.5345,-18373.393500000002,1818.818
6874.75171,49.8240156,34.4847006,-31983.3228,-20023.1371,1750.1977000000002
6875.47718,53.6276267,34.4769937,-29349.596800000003,-21655.8914,1683.7915
6876.22212,57.431205,34.4465527,-26343.1896,-23225.5099,1619.2519
6876.98075,61.234622400000006,34.3981221,-22951.2084,-24661.4068,1550.2050000000002
6877.7472800000005,65.0377721,34.3354055,-19187.1768,-25887.0118,1467.4111
6878.516060000001,68.84056269999999,34.2613638,-15096.588000000002,-26815.896200000003,1366.7211
6879.281690000001,72.6429147,34.1784219,-10762.1734,-27369.791400000002,1237.0674000000001
6880.039060000001,76.44475750000001,34.0886154,-6297.922500000001,-27490.6748,1069.2356
6880.78346,80.2460286,33.9936995,-1836.8306,-27146.865100000003,853.1304
6881.51054,84.0466711,33.8952315,2476.5367,-26338.8986,581.106
6882.21641,87.8466342,33.794636,6502.762500000001,-25104.6911,247.1595
6882.89761,91.6458714,33.693260599999995,10118.819000000001,-23510.9334,-152.6337
6883.55115,95.4443398,33.5924246,13228.7425,-21650.7349,-617.3493000000001
6884.17457,99.2419999,33.4934661,15767.7554,-19639.5024,-1150.9257
6884.76587,103.0388145,33.3977905,17724.5492,-17610.9883,-1740.4793000000002
6885.32354,106.8347481,33.3069236,19140.740400000002,-15688.343400000002,-2378.8701
6885.846509999999,110.6297656,33.222575,20098.2455,-13972.0545,-3051.9941000000003
6886.33408,114.4238307,33.1467168,20707.3823,-12531.7503,-3746.6494000000002
6886.78601,118.2169044,33.0816857,21095.264,-11400.6897,-4444.068200000001
6887.2024599999995,122.0089416,33.0303207,21383.3937,-10574.7119,-5129.1185000000005
6887.58401,125.7998882,32.996156,21672.7092,-10019.5277,-5790.5807
6887.93155,129.5896763,32.983694799999995,22035.7351,-9695.0508,-6425.9325
6888.24624,133.3782157,32.998815199999996,22533.7412,-9554.661,-7033.1085
6888.529390000001,137.165381,33.049388199999996,23210.798300000002,-9545.776,-7608.494900000001
6888.782480000001,140.9509928,33.146250699999996,24091.9931,-9616.7088,-8151.51
6889.00715,144.7347857,33.3048023,25192.591800000002,-9716.414700000001,-8664.5044
6889.2051,148.5163544,33.5477445,26513.778400000003,-9789.914200000001,-9146.5812
6889.378070000001,152.2950553,33.9100475,28050.4192,-9785.8705,-9602.7728
6889.527700000001,156.069815,34.4485835,29787.4244,-9646.086800000001,-10035.8753
6889.6555,159.8387259,35.2624703,31692.052600000003,-9283.689900000001,-10453.7019
6889.76275,163.5980864,36.5410639,33714.0571,-8602.1716,-10877.204
6889.850520000001,167.3397512,38.6956647,35799.4675,-7510.3561,-11285.086000000001
6889.91979,171.0419433,42.8096654,37877.8081,-5765.095,-11709.417500000001
6889.97133,174.6230508,52.811947499999995,39853.5544,-2675.114,-12120.407000000001
6890.00567,177.49554469999998,91.9265391,41652.370200000005,6166.5582,-9904.9483
6890.02311,176.4890494,167.73213869999998,43209.1702,9824.2152,4598.7618
6890.02363,173.138894,-171.7251176,44423.433000000005,5882.004,8282.557700000001
6890.00691,169.487247,-165.13257969999998,45282.2774,2930.0041,9148.3958
6889.97237,165.7641318,-162.0649049,45713.7238,321.52750000000003,9485.511
6889.919110000001,162.0137246,-160.3555547,45739.7808,-2131.2202,9485.8713
6889.845969999999,158.2499725,-159.30561179999998,45349.8606,-4409.3689,9374.777900000001
6889.751429999999,154.47860359999999,-158.6241495,44579.1846,-6574.4577,9187.1353
6889.6337300000005,150.7023796,-158.1689544,43471.6714,-8602.608,8940.2134
6869.879190000001,10.3458514,-150.99216289999998,-46219.04,-2946.8692,874.6445
6869.69782,6.678763000000004,-144.0594486,-46232.4354,-1271.8045,370.9778
6869.58858,3.3480001000000073,-121.6943254,-46042.1097,5.1497,-458.5393
6869.55229,2.6169253999999995,-43.547366,-45684.269700000004,-1422.8153,-1317.6513
6869.58911,5.614653099999998,-8.015116899999999,-45203.7874,-3351.2007000000003,-676.0313
6869.698469999999,9.2323873,1.3125414,-44607.225600000005,-4846.4917000000005,-310.78950000000003
6869.87916,12.960898900000004,5.2241367,-43903.7816,-6225.8944,-98.9654
6870.12927,16.726196400000006,7.2922384,-43103.3407,-7548.521500000001,222.6833
6870.44632,20.507939800000003,8.5256699,-42213.5274,-8902.7831,291.5362
6870.827270000001,24.298353000000006,9.3128146,-41215.0322,-10239.5141,328.9717
6871.26858,28.093821500000004,9.8341,-40096.937900000004,-11603.001400000001,409.2903
6871.766140000001,31.8924291,10.1845691,-38835.7189,-13011.999600000001,477.96880000000004
6872.31537,35.693058,10.4190133,-37392.983100000005,-14475.616,539.2370000000001
6872.91124,39.4950052,10.571246,-35733.777500000004,-15988.0616,590.1076
6873.5482999999995,43.2978003,10.6632819,-33825.5245,-17547.662500000002,631.7471
6874.22087,47.101111100000004,10.7100907,-31622.2883,-19138.5914,661.0880000000001
6874.92318,50.9046927,10.7222279,-29081.567600000002,-20726.2601,672.4461
6875.64938,54.708357,10.7073739,-26174.8103,-22260.4579,658.6358
6876.39364,58.511954900000006,10.6712741,-22890.540800000002,-23677.9647,614.1876
6877.15018,62.315365,10.618337499999999,-19236.5887,-24903.982900000003,537.2222
6877.91321,66.1184856,10.5520293,-15250.2034,-25856.5262,424.89270000000005
6878.67713,69.9212288,10.475138699999999,-11002.715,-26456.8954,278.5837
6879.43662,73.7235174,10.3899656,-6596.8298,-26638.3666,98.8028
6880.18672,77.5252837,10.298454999999999,-2158.9266000000002,-26358.976300000002,-110.0841
6880.92273,81.3264669,10.2022971,2168.3487,-25602.6729,-343.873
6881.64037,85.1270119,10.1030043,6233.600600000001,-24385.5193,-597.3408000000001
6882.33584,88.92686810000001,10.0019736,9887.897700000001,-22769.819300000003,-864.9701
6883.00587,92.7259894,9.9005391,13017.6666,-20849.4165,-1142.6657
6883.64771,96.5243339,9.8000207,15543.503700000001,-18740.1202,-1424.9705000000001
6884.25899,100.321863,9.701770999999999,17425.8481,-16576.305800000002,-1702.7901000000002
6884.837759999999,104.1185396,9.6072243,18680.4028,-14501.8192,-1969.8083000000001
6885.38263,107.9143273,9.517951799999999,19384.113100000002,-12645.0686,-2225.3396000000002
6885.89266,111.7091901,9.4357286,19649.276,-11093.3775,-2473.675
6886.36737,115.50309060000001,9.362618099999999,19611.2815,-9907.3659,-2720.0148
6886.80675,119.2959875,9.3010834,19419.7729,-9099.7507,-2971.3832
6887.211179999999,123.0878336,9.2541377,19203.517900000003,-8646.5774,-3236.4839
6887.581429999999,126.8785714,9.225556599999999,19065.8584,-8503.9161,-3523.9639
6887.91853,130.6681276,9.2201837,19085.658600000002,-8618.9967,-3836.5184000000004
6888.22371,134.4564033,9.2443866,19323.7308,-8938.087800000001,-4175.9892
6888.4984,138.2432603,9.3067572,19822.289,-9404.691200000001,-4543.417100000001
6888.74415,142.0284988,9.4192279,20612.7313,-9964.4738,-4933.3313
6888.962560000001,145.8118205,9.5989228,21714.1953,-10560.241600000001,-5344.5334
6889.1553300000005,149.5927646,9.871383,23136.4454,-11130.6024,-5772.0858
6889.32415,153.3705911,10.2765174,24872.3249,-11601.8449,-6214.3583
6889.47054,157.1440451,10.880405,26886.1811,-11900.9886,-6680.492700000001
6889.59595,160.9108469,11.800936499999999,29132.8064,-11974.024800000001,-7180.1718
6889.70155,164.6664348,13.2706605,31568.7458,-11721.150000000001,-7746.599200000001
6889.788390000001,168.4002931,15.8187906,34126.6362,-10999.9069,-8451.6749
6889.857400000001,172.0820755,20.9464558,36716.9437,-9525.9716,-9441.6406
6889.90921,175.5802956,34.851927599999996,39251.9122,-6017.890200000001,-11141.2986
6889.94424,177.7482478,93.63275229999999,41631.9044,6561.7613,-9680.9627
6889.96262,175.60664079999998,152.98892569999998,43766.9737,10436.4079,1608.6931000000002
6889.96421,172.11155300000001,167.034524,45589.7497,7968.5596000000005,4743.7189
6889.94859,168.4306259,172.1959906,47012.575300000004,5509.231400000001,5924.3696
6889.91505,164.6972548,174.7567238,48004.5533,2950.4624000000003,6515.876200000001
6889.86258,160.9420839,176.2324276,48502.643000000004,426.0217,6942.078
6889.78988,157.17570519999998,177.1562462,48544.858400000005,-2076.8191,7138.9798
6889.69543,153.4027059,177.76212759999999,48149.4063,-4474.4776,7230.4308
6889.577480000001,149.625376,178.1685595,47357.353800000004,-6760.689200000001,7241.5874
6869.87373,9.290378599999997,-173.3636871,-46359.462400000004,-3159.8509000000004,415.8453
6869.71076,5.669473400000001,-164.19287409999998,-46318.6549,-1213.0311000000002,331.7649
6869.6199400000005,2.6473471000000046,-129.5417132,-46057.255300000004,207.4702,-393.36670000000004
6869.60192,3.302936100000011,-50.953036999999995,-45635.387800000004,-1392.7573,-1466.1172000000001
6869.656660000001,6.621659600000001,-28.0640957,-45103.3055,-3190.0032,-1464.7074
6869.7834299999995,10.286834200000001,-21.0309711,-44470.1149,-4711.2865,-1518.4605000000001
6869.980820000001,14.029454200000004,-17.8243397,-43734.4148,-6140.7078,-1582.6632000000002
6870.24675,17.800663200000002,-16.0564009,-42903.649900000004,-7550.541200000001,-1622.0643
6870.57844,21.585394300000004,-14.977179,-41965.4436,-8972.5604,-1631.5249000000001
6870.972600000001,25.377500600000005,-14.279385399999999,-40886.887200000005,-10412.8405,-1677.2092
6871.42547,29.1740012,-13.814360599999999,-39637.6993,-11888.249600000001,-1653.6023
6871.932870000001,32.9732676,-13.5015298,-38199.5713,-13392.8668,-1616.7530000000002
6872.490140000001,36.774327400000004,-13.2934468,-36541.086,-14928.846800000001,-1573.558
6873.0922199999995,40.5765575,-13.1603446,-34628.223900000005,-16481.6968,-1536.9850000000001
6873.733740000001,44.3795343,-13.082584899999999,-32438.146200000003,-18027.5955,-1517.4879
6874.4091100000005,48.182955400000004,-13.046666499999999,-29948.5122,-19541.1994,-1525.8224
6875.11258,51.986595,-13.0429786,-27144.0289,-20983.5458,-1569.631
6875.83829,55.7902782,-13.064470799999999,-24018.6052,-22306.678,-1655.0235
6876.58038,59.593865,-13.1058297,-20583.632,-23451.213,-1779.0892000000001
6877.33304,63.3972398,-13.1629498,-16875.5922,-24356.291400000002,-1944.4456
6878.09057,67.20030510000001,-13.2325824,-12952.119400000001,-24962.0347,-2149.0883
6878.84751,71.0029768,-13.3120947,-8882.2972,-25222.0037,-2387.9381000000003
6879.598650000001,74.805181,-13.399300499999999,-4765.2924,-25077.1012,-2653.2896
6880.33907,78.6068521,-13.4923363,-733.619,-24508.100700000003,-2933.9987
6881.064230000001,82.4079305,-13.5895695,3075.4968000000003,-23536.1336,-3218.3432000000003
6881.77005,86.2083618,-13.6895264,6548.0532,-22208.733200000002,-3494.2670000000003
6882.45299,90.0080968,-13.7908333,9576.3212,-20600.9684,-3749.0834
6883.10987,93.8070905,-13.892165199999999,12091.134600000001,-18819.5063,-3967.1948
6883.73801,97.6053009,-13.992198499999999,14069.649000000001,-16982.5063,-4133.5224
6884.33525,101.4026886,-14.0895631,15533.93,-15202.7045,-4237.9809000000005
6884.89996,105.1992163,-14.1827928,16545.5934,-13574.1008,-4273.4328000000005
6885.430969999999,108.9948479,-14.270266,17189.252500000002,-12164.2114,-4240.3171
6885.927549999999,112.7895471,-14.350135,17558.8694,-11014.097600000001,-4146.7807
6886.38938,116.5832757,-14.4202356,17747.4978,-10136.069000000001,-4005.4368000000004
6886.81653,120.3759914,-14.4779661,17835.542,-9531.151600000001,-3837.1364000000003
6887.20946,124.1676444,-14.520121399999999,17895.5081,-9186.2984,-3656.4881
6887.56891,127.9581731,-14.542658999999999,17989.2028,-9088.3335,-3484.0767
6887.8959,131.747497,-14.540356099999999,18176.05,-9219.2155,-3332.4064000000003
6888.1917,135.5355071,-14.5062971,18515.3459,-9556.5677,-3210.0516000000002
6888.457770000001,139.3220496,-14.431076099999999,19064.610800000002,-10069.4542,-3122.6302
6888.6957,143.10690069999998,-14.301514,19876.7624,-10713.7734,-3072.9427
6888.907190000001,146.8897239,-14.098501299999999,20993.2115,-11431.5187,-3065.2632000000003
6889.09393,150.6699938,-13.7931831,22437.6073,-12154.7628,-3102.0754
6889.25762,154.4468545,-13.3397826,24212.357200000002,-12807.524000000001,-3192.9692
6889.39986,158.2188301,-12.661028,26288.826500000003,-13306.0449,-3351.907
6889.52203,161.9831736,-11.6154981,28615.930200000003,-13583.6052,-3612.6297
6889.62529,165.73419489999998,-9.9141747,31137.9946,-13563.316,-4040.3928
6889.71063,169.4580643,-6.8637666,33787.5869,-13146.2773,-4767.8716
6889.7788900000005,173.1111015,-0.3204739,36512.4819,-11918.4698,-6224.4561
6889.83061,176.46704699999998,19.9908891,39160.4473,-8413.9931,-9565.724
6889.86602,177.5092635,95.52165079999999,41723.688500000004,6799.1843,-9525.8219
6889.88509,174.6500774,135.1122842,44115.530600000006,10090.352,-2176.2882
6889.8875800000005,171.07049569999998,145.1946826,46232.4607,8695.4693,321.385
6889.873,167.3687158,149.3302015,48004.437000000005,6729.0986,1576.1429
6889.84054,163.6272828,151.4931308,49369.9541,4531.341,2406.2627
6889.789049999999,159.86814049999998,152.7756776,50297.5637,2203.4927000000002,3007.1626
6889.71709,156.09947879999999,153.59169319999998,50761.7054,-152.4794,3606.6613
6889.622969999999,152.3250145,154.1314755,50784.583900000005,-2662.9813,3936.3724
6889.50481,148.5466614,154.49455089999998,50386.107,-5073.8377,4208.237
6870.09615,11.952258200000003,159.8485686,-46527.6698,-4406.4451,-444.4404
6869.87557,8.241753099999997,164.6422735,-46561.4634,-2617.9441,66.6868
6869.72599,4.693325700000003,177.25108,-46365.6405,-900.5401,286.97810000000004
6869.64861,2.271902300000008,-129.40503089999999,-46041.689600000005,309.86490000000003,-462.26590000000004
6869.64391,4.16302300000001,-64.540475,-45641.2361,-1140.8316,-1566.9481
6869.7117,7.650846700000002,-49.1205047,-45204.1782,-2595.8271,-1958.8904
6869.851100000001,11.347908599999997,-43.652156399999996,-44739.0437,-3917.2114,-2305.1616
6870.060520000001,15.101251599999998,-40.983973899999995,-44210.1869,-5240.7367,-2639.8503
6870.33773,18.877260700000008,-39.460109599999996,-43588.1178,-6603.3338,-2953.2884000000004
6870.67987,22.664523200000005,-38.511218,-42803.5774,-7977.2398,-3208.9766
6871.08352,26.4581109,-37.890915799999995,-41837.4438,-9602.1955,-3110.7188
6871.54481,30.255541200000003,-37.4755815,-40650.2951,-11138.1869,-3427.3474
6872.05935,34.055419400000005,-37.1964387,-39198.3039,-12740.5543,-3556.6837
6872.62233,37.8568945,-37.0121828,-37479.671,-14321.8817,-3672.6858
6873.22863,41.6594112,-36.8964967,-35484.769700000004,-15864.7664,-3785.3356000000003
6873.87286,45.462586300000005,-36.831799,-33218.462,-17333.7739,-3909.7307
6874.5493799999995,49.2661427,-36.805875199999996,-30687.5953,-18699.214,-4056.9048000000003
6875.25242,53.069871,-36.8099527,-27909.154400000003,-19929.5983,-4235.2257
6875.97615,56.8736071,-36.8375451,-24906.3146,-20994.658,-4451.1169
6876.7148,60.677217999999996,-36.883728399999995,-21709.4594,-21864.0132,-4704.6738000000005
6877.46277,64.4805929,-36.9446716,-18357.11,-22509.042100000002,-4990.511
