Br;Btheta;Blambda;r
-10512.2356;-26204.8122;1279.7248;6879.050770000001
-7031.1508;-26785.185100000002;1711.363;6879.812440000001
-3423.9088;-27284.964200000002;2118.4967;6880.56226
321.423;-27677.4033;2491.097;6881.295690000001
4199.3364;-27923.309;2823.9199000000003;6882.0086
8187.7115;-27984.1055;3116.6277;6882.69735
12243.8017;-27822.514000000003;3373.3880000000004;6883.35876
16316.075200000001;-27417.3328;3597.1932;6883.990140000001
20347.1906;-26747.318300000003;3793.7907;6884.5893
24261.955100000003;-25816.8459;3967.0922;6885.15465
28000.7958;-24641.978600000002;4118.5422;6885.68511
31508.239800000003;-23252.335600000002;4252.4941;6886.18009
34751.4544;-21692.232900000003;4373.6555;6886.63946
37717.1258;-19989.4936;4478.3239;6887.06347
40392.850300000006;-18173.5417;4564.7129;6887.452770000001
42779.178;-16266.2913;4629.9667;6887.80831
44876.3893;-14275.8587;4667.2871000000005;6888.1313
46678.4412;-12206.9244;4672.1672;6888.4231500000005
48175.018800000005;-10060.056;4639.3504;6888.68534
49346.5726;-7840.5382;4522.6615;6888.91947
50149.484800000006;-5562.485000000001;4399.8849;6889.12716
50580.2231;-3236.0704;4326.3683;6889.310100000001
50613.0144;-916.1101;4180.4569;6889.469950000001
50212.713800000005;1362.3195;4033.3093000000003;6889.60832
49375.3988;3555.3694;3941.0794;6889.72667
48120.401600000005;5576.6324;4000.3304000000003;6889.82621
46483.2206;7284.8103;4413.8549;6889.90783
44518.743800000004;8285.8466;5755.1678;6889.9721500000005
42280.4971;5374.3157;10143.7954;6890.01945
39806.0832;-9580.9859;8253.5568;6890.04975
37222.3516;-13008.8147;3581.433;6890.0628799999995
34598.1976;-13930.4325;1961.449;6890.058410000001
31965.476400000003;-14362.2414;1143.1023;6890.0355899999995
29402.920700000002;-14477.270900000001;567.9335;6889.99337
26973.149;-14340.8701;73.3906;6889.930469999999
24742.6925;-13999.7901;-392.6488;6889.84541
22764.9608;-13509.531200000001;-848.3518;6889.7364800000005
21069.848400000003;-12940.197;-1307.4435;6889.60184
-44483.0255;-4566.5196000000005;-1825.7718;6869.87377
-44979.4341;-3548.5319;-1341.3286;6869.67017
-45475.423500000004;-2640.5693;-468.66020000000003;6869.53848
-45975.445400000004;-1196.3;1112.1613;6869.47983
-46448.9363;-951.2129;669.0809;6869.49468
-46844.9242;-1994.6311;41.966300000000004;6869.58279
-47096.534100000004;-3432.4618;-479.2144;6869.743219999999
-47140.1719;-5080.0828;-969.8429000000001;6869.97432
-46899.8551;-6904.349300000001;-1522.3037000000002;6870.2738
-46337.9528;-8822.6265;-1966.641;6870.63871
-45438.621;-10804.806400000001;-2342.3545;6871.0655
-44180.425500000005;-12815.4076;-2645.2473;6871.5500600000005
-42566.110100000005;-14807.459200000001;-2868.7701;6872.0877
-40609.056300000004;-16751.7822;-3007.8596000000002;6872.67338
-38325.3278;-18631.198800000002;-3059.5788000000002;6873.30175
-35730.6412;-20421.2051;-3023.388;6873.96721
-32842.023700000005;-22105.3475;-2901.0679;6874.66399
-29680.5515;-23666.4663;-2701.1313;6875.3862
-26266.0982;-25089.8928;-2432.1509;6876.12792
-22624.2583;-26359.0586;-2106.5845;6876.88331
-18782.0157;-27462.086900000002;-1734.9914;6877.646650000001
-14765.2399;-28387.889600000002;-1334.6246;6878.41236
-10604.0799;-29123.1693;-922.6929;6879.1750600000005
-6331.0285;-29662.6202;-514.2564;6879.92964
-1973.259;-29998.972700000002;-123.28490000000001;6880.67129
2440.6394;-30125.4837;239.8556;6881.39555
6881.4781;-30031.5453;564.5103;6882.0984100000005
11314.873800000001;-29709.166400000002;847.5532000000001;6882.776350000001
15708.823600000002;-29146.6598;1086.9393;6883.42654
20011.2465;-28334.066000000003;1279.8209000000002;6884.04671
24177.854600000002;-27279.6307;1424.6234000000002;6884.63489
28161.0203;-25981.6942;1526.3912;6885.18963
31903.2946;-24465.9143;1583.0131000000001;6885.71011
35373.137200000005;-22759.8398;1595.7809;6886.19597
38537.2914;-20895.0622;1562.4865;6886.6473
41377.3589;-18897.143500000002;1483.8873;6887.0645
43874.964;-16809.5871;1364.2235;6887.448310000001
46046.5277;-14646.7183;1199.4919;6887.79971
47874.382600000004;-12414.242100000001;992.7664000000001;6888.11984
49344.9872;-10127.981800000001;745.8836;6888.40993
50445.195400000004;-7805.364600000001;456.1186;6888.6714
51159.1393;-5458.4662;106.4992;6888.9057999999995
-45619.7333;-2297.7084;-1612.9304000000002;6870.05382
-45548.2561;-1670.4072;-1646.5918000000001;6869.82028
-45554.9845;-1346.6606000000002;-1607.5623;6869.65804
-45655.0734;-1836.8723;-893.7059;6869.5684
-45862.1432;-1894.6121;1117.1278;6869.5520400000005
-46157.297900000005;-2144.0376;1466.0713;6869.60896
-46496.7456;-2842.5556;1526.8882;6869.73854
-46798.722200000004;-3790.7143;1720.6012;6869.939520000001
-47018.7266;-5087.0892;1627.5787;6870.2099100000005
-47057.182400000005;-6567.8005;1540.7612000000001;6870.547060000001
-46848.1243;-8246.3034;1464.621;6870.94769
-46334.6263;-10099.885100000001;1374.2183;6871.407990000001
-45469.787000000004;-12089.6682;1266.3504;6871.92371
-44219.359800000006;-14176.5439;1141.192;6872.4900800000005
-42560.4913;-16315.9074;1000.9641;6873.10198
-40486.2176;-18470.2871;848.4808;6873.75399
-37987.3971;-20594.6737;684.2031000000001;6874.44058
-35072.3606;-22652.211900000002;509.9934;6875.15593
-31749.5062;-24595.4684;331.309;6875.89384
-28045.3184;-26385.2612;147.7697;6876.6479500000005
-23985.384000000002;-27986.9771;-40.9322;6877.41239
-19591.826800000003;-29360.653400000003;-233.8368;6878.18179
-14906.1893;-30451.7104;-430.06640000000004;6878.95077
-9995.895400000001;-31216.804600000003;-631.611;6879.71425
-4934.35;-31624.3437;-843.1622;6880.46748
194.06910000000002;-31653.442900000002;-1073.7326;6881.20603
5301.3356;-31289.553600000003;-1332.1501;6881.92579
10289.113000000001;-30534.8571;-1627.7466000000002;6882.62316
15059.200700000001;-29410.116700000002;-1967.0744000000002;6883.2949100000005
19521.083300000002;-27951.097100000003;-2355.8819000000003;6883.93829
23596.75;-26214.725700000003;-2798.6702;6884.55101
27228.425000000003;-24268.3839;-3292.0217000000002;6885.131240000001
30385.2347;-22193.209300000002;-3835.0866;6885.6776500000005
33066.1438;-20064.9231;-4423.1012;6886.18933
35296.1534;-17952.794400000002;-5048.2906;6886.66582
37120.0879;-15910.6157;-5702.462500000001;6887.1070899999995
38593.8488;-13973.1183;-6371.6365000000005;6887.51346
39775.928100000005;-12157.481300000001;-7046.0919;6887.88562
40721.8632;-10463.6744;-7709.3342;6888.22453
41478.3081;-8881.1784;-8342.689;6888.53136
42080.9377;-7393.8626;-8929.845000000001;6888.80749
42558.586;-5976.9299;-9456.321100000001;6889.0544199999995
42922.569200000005;-4587.5685;-9925.9182;6889.2738
43170.4502;-3256.3293000000003;-10322.1775;6889.467259999999
43339.6448;-1959.4316000000001;-10546.6847;6889.63641
43442.941;-685.7265;-10644.101200000001;6889.782740000001
43463.878000000004;659.3164;-10674.852700000001;6889.90754
43410.2197;2151.713;-10511.3809;6890.01197
43280.239;3879.2798000000003;-10080.7258;6890.097060000001
43059.6759;6222.5631;-8966.089600000001;6890.16358
42708.672900000005;10139.282500000001;-4609.1431;6890.2121799999995
42205.638900000005;5509.0976;10039.3897;6890.24317
41514.4485;-2172.9044;11718.4001;6890.2565
40604.370200000005;-5393.3127;11279.9233;6890.251810000001
39448.6083;-7547.2622;10819.0087;6890.228440000001
38057.9914;-9268.4228;10396.730300000001;6890.1854299999995
36462.4738;-10723.073400000001;9993.0578;6890.12158
34711.972200000004;-11964.1718;9595.073400000001;6890.03556
32855.5355;-13022.423200000001;9188.9868;6889.9258
30939.049300000002;-13928.4135;8777.2484;6889.79055
-46023.4335;-1718.3945;-393.15250000000003;6869.868560000001
-45882.223000000005;-994.0113;-836.8580000000001;6869.66085
-45766.7874;-645.1038;-1299.0585;6869.52543
-45686.8522;-1836.7666000000002;-826.577;6869.46337
-45661.5207;-2592.1612;961.6864;6869.47509
-45666.668600000005;-3255.6108000000004;1596.7203000000002;6869.560350000001
-45659.5714;-4166.229600000001;1973.8665;6869.71826
-45591.9966;-5239.2407;2367.8281;6869.94735
-45408.6456;-6542.5074;2457.5545;6870.245400000001
-45045.442800000004;-7978.1297;2574.9458;6870.60954
-44470.3363;-9543.6101;2619.6557000000003;6871.036230000001
-43647.5408;-11218.2309;2589.6306;6871.521390000001
-42549.266800000005;-12980.008;2500.8328;6872.060520000001
-41151.9242;-14801.3579;2356.8809;6872.64872
-39439.0204;-16660.630100000002;2165.4108;6873.2807999999995
-37396.3189;-18531.8623;1938.97;6873.95128
-35007.7626;-20388.440000000002;1684.2502000000002;6874.65444
-32258.967200000003;-22201.8309;1414.0238000000002;6875.3843
-29140.380500000003;-23924.528400000003;1135.7732;6876.13472
-25662.7799;-25515.433800000003;853.8826;6876.899520000001
-21827.2045;-26921.0943;568.2997;6877.672850000001
-17673.8514;-28074.721;277.685;6878.44916
-13254.2211;-28921.899100000002;-27.8153;6879.22311
-8642.7166;-29408.2455;-357.7454;6879.98962
-3937.7022;-29497.144200000002;-723.8495;6880.74394
754.2018;-29173.2494;-1137.1227000000001;6881.481650000001
5322.3773;-28442.427600000003;-1605.6852000000001;6882.19876
9658.3937;-27334.183800000003;-2132.8188;6882.89174
13667.3016;-25899.123;-2719.5075;6883.55749
17272.2295;-24206.0805;-3361.0269000000003;6884.1933500000005
20420.293400000002;-22339.2216;-4048.9744;6884.79709
23091.010700000003;-20387.4679;-4771.9843;6885.36701
25292.8099;-18440.110500000003;-5516.921200000001;6885.90192
27065.3593;-16572.547000000002;-6265.3730000000005;6886.40109
28467.092800000002;-14843.092200000001;-7002.9325;6886.86429
29569.2668;-13291.7129;-7718.0335000000005;6887.29165
30450.7357;-11937.416200000001;-8400.5861;6887.68367
31188.897500000003;-10779.0311;-9045.152100000001;6888.041190000001
31855.475300000002;-9799.4684;-9645.2011;6888.365350000001
32510.2373;-8965.0375;-10199.1843;6888.657429999999
33196.6623;-8236.0935;-10706.379500000001;6888.918890000001
33941.7036;-7570.048500000001;-11150.1905;6889.15132
34757.445700000004;-6916.370800000001;-11537.843700000001;6889.356400000001
35648.1269;-6239.2916000000005;-11857.207900000001;6889.53579
36611.6022;-5481.6212000000005;-12104.162100000001;6889.69107
37626.2174;-4573.9762;-12294.5287;6889.8236799999995
38679.151600000005;-3449.5645;-12362.0112;6889.934929999999
39708.664300000004;-2085.4911;-12326.885900000001;6890.0260499999995
40686.8441;-203.2747;-12106.306700000001;6890.0979800000005
41560.6736;2890.4767;-11334.8762;6890.151440000001
42258.507300000005;9698.861200000001;-5893.978;6890.18704
42727.761600000005;6691.5419;8888.5709;6890.2050899999995
42922.436;1294.0468;11085.1031;6890.20555
42826.459;-1719.303;11246.1826;6890.18808
42409.7598;-4092.1854000000003;11083.0018;6890.15201
41675.446800000005;-6136.2869;10806.547900000001;6890.09638
40655.9087;-7965.754900000001;10469.148500000001;6890.02001
39393.731;-9623.6569;10087.2523;6889.921469999999
37925.7663;-11136.2275;9671.9369;6889.7991
36285.017;-12520.433500000001;9236.4426;6889.651100000001
-46153.3448;-1928.6763;550.1441;6869.81566
-46059.5253;-821.5852;-151.3166;6869.63436
-45883.5804;-219.7829;-1009.7376;6869.525570000001
-45643.1768;-1994.8793;-821.9141000000001;6869.490100000001
-45360.5565;-3325.8306000000002;463.3149;6869.52813
-45020.6232;-4441.0830000000005;1097.2875000000001;6869.63917
-44600.8649;-5634.5837;1542.2568;6869.82206
-44093.327600000004;-6863.6736;1839.804;6870.0750800000005
-43467.231;-8157.7105;2014.1014;6870.395820000001
-42700.638100000004;-9514.5609;2127.451;6870.7812
-41778.9534;-10925.1023;2177.7554;6871.22755
-40686.7372;-12392.739800000001;2172.3042;6871.7307
-39405.4532;-13917.2553;2123.8646;6872.285980000001
-37903.0323;-15503.722300000001;2050.5088;6872.88836
-36127.363900000004;-17132.0881;1966.5851;6873.532440000001
-34078.829000000005;-18779.276;1875.9864;6874.212530000001
-31717.4854;-20440.391600000003;1783.8084000000001;6874.922640000001
-29007.147200000003;-22072.164;1691.3734000000002;6875.65667
-25924.4667;-23626.7033;1600.6937;6876.4087
-22460.9854;-25035.5995;1505.2312000000002;6877.17292
-18632.5579;-26218.934100000002;1398.6253000000002;6877.943560000001
-14492.758800000001;-27092.125200000002;1271.4797;6878.71503
-10128.662;-27583.548600000002;1113.1934;6879.4819800000005
-5654.5968;-27639.8898;913.5393;6880.2394
-1205.5916;-27235.8812;663.3075;6880.98259
3078.7075;-26379.805800000002;354.0468;6881.70732
7064.0097000000005;-25112.8972;-21.1825;6882.4098300000005
10634.6281;-23505.186100000003;-466.0992;6883.086810000001
13702.765300000001;-21652.7421;-982.4392;6883.7354000000005
16216.795600000001;-19669.1191;-1567.1847;6884.35328
18170.3044;-17680.8668;-2209.7017;6884.93859
19608.5708;-15805.6141;-2898.0677;6885.48991
20617.268500000002;-14134.893900000001;-3616.2929000000004;6886.0062800000005
21306.013600000002;-12728.6537;-4349.0972;6886.48711
21790.7688;-11609.3227;-5076.0167;6886.93227
22179.2906;-10771.9845;-5780.3436;6887.34202
22563.1981;-10189.354500000001;-6454.9022;6887.7169699999995
23017.9702;-9821.5286;-7097.6185000000005;6888.05803
23599.0269;-9620.0499;-7702.6383000000005;6888.36633
24341.4562;-9537.1553;-8267.891800000001;6888.6432
25272.822500000002;-9524.036;-8797.2639;6888.890179999999
26404.378;-9527.7716;-9290.433500000001;6889.108929999999
27737.6117;-9499.319300000001;-9750.1525;6889.30117
-19686.8168;-23875.9869;-1363.3041;6876.77891
-15894.8814;-24746.765600000002;-1520.9604000000002;6877.53605
-11887.0377;-25303.3851;-1721.8487;6878.29665
-7738.977000000001;-25490.031300000002;-1955.7799;6879.05533
-3565.9002;-25255.2671;-2215.732;6879.80693
497.0813;-24585.2287;-2495.5968000000003;6880.54658
4310.2904;-23508.664800000002;-2784.869;6881.269770000001
7760.7281;-22078.1725;-3071.0301;6881.97252
10741.7418;-20374.3946;-3338.9941000000003;6882.651390000001
13185.4938;-18510.4225;-3573.2202;6883.30335
15074.45;-16606.114700000002;-3758.6257;6883.925810000001
16434.642900000003;-14778.381500000001;-3883.5016;6884.51678
17333.130400000002;-13121.687100000001;-3940.9282000000003;6885.07471
17858.099000000002;-11706.7047;-3932.6224;6885.59853
18111.0839;-10571.4991;-3868.6999;6886.0876100000005
18191.056;-9730.3218;-3763.3301;6886.54172
18186.0693;-9179.1686;-3637.7373000000002;6886.9610600000005
18173.7426;-8902.6178;-3510.0806000000002;6887.34619
18222.0065;-8879.1734;-3399.1150000000002;6887.697929999999
18392.6955;-9085.3367;-3316.3806;6888.0173700000005
18744.843;-9492.3428;-3269.4689000000003;6888.3058200000005
19333.7161;-10060.6342;-3263.6769;6888.56475
20206.351300000002;-10741.636900000001;-3299.0440000000003;6888.79576
21397.7555;-11473.4406;-3377.0927;6889.00055
22924.920000000002;-12186.2274;-3500.1884;6889.180850000001
24782.4981;-12798.574700000001;-3675.8472;6889.33834
26930.1516;-13231.1409;-3921.1511;6889.47457
29316.324200000003;-13419.0936;-4271.1606;6889.5908500000005
31887.4828;-13274.136;-4801.0087;6889.68825
34571.3225;-12646.718700000001;-5678.2685;6889.76778
37285.8064;-11069.2251;-7356.9487;6889.8302
39945.481700000004;-5250.6375;-11250.228000000001;6889.8759900000005
42456.9945;9447.5458;-6186.012500000001;6889.90532
44753.7221;9850.1672;-509.2214;6889.918140000001
46746.4476;8080.9116;1483.0194000000001;6889.91413
48362.3798;5957.7300000000005;2577.1683000000003;6889.89275
49555.4731;3601.1587;3262.5133;6889.8531
50282.0124;1245.8702;3842.9115;6889.79397
50559.1891;-1208.3593;4250.852;6889.7138700000005
50393.327900000004;-3607.1026;4595.7618;6889.6110499999995
49817.523700000005;-5984.0647;4818.517;6889.48363
23423.6568;-13582.1514;-949.7198000000001;6889.163640000001
25444.545100000003;-14012.1854;-677.0642;6889.3232800000005
27677.7387;-14287.6722;-512.7991000000001;6889.46225
30068.6306;-14368.5629;-518.2692000000001;6889.58191
32556.0246;-14220.4184;-802.4765;6889.68334
35084.9769;-13781.802000000001;-1635.8352;6889.7674400000005
37627.958600000005;-12555.5537;-4029.7562000000003;6889.83482
40058.789300000004;-5648.9247000000005;-11068.8964;6889.885770000001
42428.6288;7742.5704000000005;-8261.2103;6889.92032
44635.862100000006;8660.471;-4919.7567;6889.93822
46626.2595;7627.1423;-3395.4093000000003;6889.939
48340.252;6048.032200000001;-2409.562;6889.921969999999
49725.347;4171.2691;-1652.4885000000002;6889.8860700000005
50740.9991;2067.8036;-1030.6102;6889.82995
51345.914000000004;-204.9864;-416.0161;6889.752030000001
51529.6975;-2427.23;235.03840000000002;6889.65063
51296.677800000005;-4832.029500000001;550.1975;6889.52386
-46816.919700000006;-2957.4007;-473.45480000000003;6869.958549999999
-46584.239400000006;-1563.1090000000002;171.586;6869.767360000001
-46267.1491;-166.6645;294.2717;6869.64812
-45943.472700000006;-2.1277;-896.278;6869.6017
-45642.742000000006;-1198.9619;-1569.5992;6869.62824
-45384.430700000004;-2247.5544;-2007.3069;6869.72725
-45151.1557;-3315.6099000000004;-2407.2821;6869.89759
-44872.7058;-4476.527700000001;-2769.0967;6870.13738
-44498.8691;-5756.0665;-3100.9567;6870.44415
-43963.479100000004;-7159.1922;-3355.2524000000003;6870.814850000001
-43207.1854;-8712.521200000001;-3499.6165;6871.24589
-42177.016800000005;-10288.122500000001;-3843.9709000000003;6871.733200000001
-40860.563;-11897.555;-4074.1038000000003;6872.27228
-39239.2466;-13476.7577;-4277.8292;6872.858190000001
-37325.734000000004;-14976.8942;-4462.4717;6873.48563
-35144.779;-16359.355300000001;-4634.6463;6874.14907
-32741.2671;-17592.2661;-4798.5716;6874.84288
-30153.621000000003;-18663.0634;-4959.3112;6875.561310000001
-27416.805800000002;-19555.6441;-5117.5393;6876.29852
-24573.679500000002;-20261.9702;-5270.9917000000005;6877.04878
-21665.6132;-20784.5248;-5414.5873;6877.80646
-18723.9716;-21130.5721;-5542.3836;6878.566100000001
-15775.1722;-21306.703100000002;-5644.9281;6879.322450000001
-12842.581100000001;-21316.732500000002;-5711.138800000001;6880.07056
-9955.1304;-21162.4862;-5730.7745;6880.8058
-7139.607800000001;-20854.3558;-5691.402700000001;6881.52379
-4428.2959;-20397.7042;-5585.6724;6882.22059
-1856.4729;-19808.5583;-5413.4572;6882.89283
540.1659000000001;-19112.255100000002;-5171.9138;6883.53765
2731.6043;-18349.1159;-4863.5262;6884.15265
4714.5499;-17565.208000000002;-4495.8719;6884.73587
6495.5160000000005;-16798.5772;-4079.9151;6885.28583
8089.974300000001;-16089.9637;-3622.4809;6885.801600000001
9531.502700000001;-15471.262400000001;-3133.3224;6886.282730000001
10859.869;-14966.6589;-2620.6394;6886.72919
12122.3372;-14593.194500000001;-2088.2522;6887.141350000001
13371.403;-14355.822400000001;-1539.1305;6887.51991
14656.3215;-14249.276600000001;-975.2104;6887.865900000001
16024.314;-14260.8567;-397.3208;6888.18061
17522.136000000002;-14365.858;193.2735;6888.4655
19182.637600000002;-14524.0493;787.7028;6888.72202
21019.0057;-14691.864300000001;1376.567;6888.95168
23030.490100000003;-14815.951500000001;1945.7368000000001;6889.15595
25182.4362;-14848.4757;2475.369;6889.336310000001
27427.3603;-14764.0229;2933.5826;6889.49425
29713.086600000002;-14550.324200000001;3281.8526;6889.631240000001
31977.9244;-14221.862200000001;3457.3575;6889.748610000001
34175.19;-13834.3718;3323.1175000000003;6889.84748
36313.6943;-13394.3582;2339.2670000000003;6889.92875
38269.9343;-13076.8295;-578.3433;6889.99294
40167.8289;-5050.4399;-11303.386400000001;6890.0402300000005
41955.6319;4735.448;-10557.8057;6890.07051
43623.517100000005;5756.994900000001;-8950.196;6890.0833600000005
45154.9142;5218.7901;-8074.2248;6890.07811
46522.861000000004;4141.5971;-7428.7146;6890.05387
47683.6172;2763.164;-6854.2316;6890.00957
48592.4766;1153.5808;-6307.6301;6889.94383
49204.159400000004;-661.5966000000001;-5769.6099;6889.85505
49512.402500000004;-2505.9787;-5065.3907;6889.74155
-47225.074400000005;-3185.1175000000003;-220.81810000000002;6870.13133
-46904.149600000004;-2078.0616;132.1183;6869.895350000001
-46534.5873;-991.8817;494.07910000000004;6869.73043
-46215.800200000005;70.73440000000001;311.2652;6869.6378700000005
-45992.926100000004;-84.97370000000001;-608.6183;6869.61833
-45858.2724;-911.4920000000001;-947.7660000000001;6869.67176
-45811.552800000005;-1695.6691;-1172.2849;6869.7975
-45827.7342;-2576.1225;-1336.2353;6869.99425
-45841.457800000004;-3572.5626;-1496.7839000000001;6870.26007
-45769.967000000004;-4725.9119;-1639.976;6870.59248
-45534.0919;-6043.8646;-1753.2343;6870.98842
-45099.3574;-7485.527700000001;-1592.4016000000001;6871.4442
-44374.8381;-9085.7949;-1903.3502;6871.95558
-43337.6258;-10688.740300000001;-2006.2008;6872.51778
-41983.4706;-12269.6079;-2076.4968;6873.12559
-40329.8258;-13794.730800000001;-2127.2365;6873.773450000001
-45175.2238;-7252.575900000001;2642.5295;6870.99304
-44391.8484;-8856.1766;2983.8720000000003;6871.43439
-43290.4351;-10495.8948;3322.7576000000004;6871.93152
-41869.6561;-12087.0676;3632.7615;6872.47983
-40147.491500000004;-13609.795100000001;3870.8464000000004;6873.07438
-38160.769400000005;-15021.827200000002;4041.0975000000003;6873.70996
-35958.9936;-16304.838500000002;4145.0603;6874.38108
-33588.2243;-17457.5705;4189.7556;6875.08205
-31087.961600000002;-18488.5225;4185.0472;6875.80706
-28485.495700000003;-19416.1908;4142.4542;6876.55025
-25796.4946;-20256.5053;4074.0022000000004;6877.30574
-23024.3239;-21023.617400000003;3991.52;6878.067770000001
-20163.5515;-21724.475300000002;3908.0592;6878.83074
-17205.9137;-22351.989700000002;3837.4692;6879.58933
-14151.776300000001;-22891.3239;3792.751;6880.33848
-11009.0911;-23323.236;3785.5944000000004;6881.073490000001
-7796.293100000001;-23628.365100000003;3821.3319;6881.79
-4539.1668;-23793.6901;3907.4952000000003;6882.48408
-1269.8975;-23814.2284;4044.6258000000003;6883.15231
1981.3871000000001;-23689.433;4228.6607;6883.7917800000005
5189.7285;-23430.7988;4457.054700000001;6884.40012
8335.4193;-23045.0252;4722.9924;6884.9755
11401.869200000001;-22543.6989;5022.044400000001;6885.516570000001
14378.0745;-21934.960900000002;5345.9569;6886.02246
17249.7912;-21227.4147;5691.6342;6886.4927800000005
20004.8931;-20429.2504;6057.8607;6886.92752
37266.1739;-8473.348;-10343.0061;6889.97807
35792.5388;-8458.0125;-10708.8241;6889.95694
34194.1719;-8758.926000000001;-10819.9986;6889.91737
32595.8011;-9010.958200000001;-10774.236;6889.858230000001
31073.3303;-9149.4379;-10613.8569;6889.77829
29637.5648;-9274.7805;-10334.8171;6889.67612
28325.3146;-9327.5736;-10018.5885;6889.55013
-45043.3712;-5166.6898;1686.6023;6870.089940000001
-45535.699;-3859.5262000000002;1621.0442;6869.86101
-45881.9749;-2350.3775;1579.7515;6869.70295
-46130.7882;-759.6925;1140.5163;6869.6171
-46285.485;-315.25370000000004;274.7933;6869.6042099999995
-46324.1451;-1690.9872;330.5294;6869.6643300000005
-46208.7174;-3218.7505;681.5617000000001;6869.79684
-45916.0751;-4798.2054;1139.0163;6870.0004500000005
-45427.8033;-6362.7208;1756.939;6870.2732000000005
-44690.8956;-8048.759800000001;2239.3353;6870.61241
-43590.059700000005;-9943.1861;2552.7201;6871.014679999999
-42161.429800000005;-11656.9411;2951.8862;6871.47605
-40419.9772;-13261.9339;3279.6664;6871.99213
-38412.8484;-14709.118900000001;3542.3981000000003;6872.5581600000005
-36202.9453;-15978.5689;3735.3979000000004;6873.16906
-33857.2557;-17065.9569;3863.1999;6873.8195
-31433.933200000003;-17993.5456;3931.7663000000002;6874.50398
-28975.9794;-18791.266900000002;3952.0449000000003;6875.216780000001
-26507.5419;-19503.100300000002;3939.376;6875.95205
-24028.7631;-20169.7279;3903.9582;6876.70383
-21521.4039;-20823.0913;3862.761;6877.46617
-18958.9154;-21478.8272;3828.271;6878.23325
-16308.296900000001;-22142.6349;3811.516;6878.99948
-13535.5709;-22808.2079;3822.4756;6879.75957
-10608.028100000001;-23448.7294;3867.1388;6880.5086
-7514.807500000001;-24023.1747;3951.8538000000003;6881.24196
-4261.6883;-24491.6855;4081.677;6881.95542
-871.6879;-24815.7029;4255.179;6882.6452
2618.7289;-24959.455400000003;4470.4241;6883.30806
6158.0284;-24902.9909;4721.0935;6883.94132
9691.9812;-24638.9451;5002.6184;6884.54283
13170.233;-24175.4546;5305.3381;6885.1109400000005
16550.0105;-23525.805200000003;5618.3435;6885.64444
19793.665;-22711.8936;5933.7875;6886.14257
22875.397800000002;-21759.2095;6248.0049;6886.605030000001
25779.7248;-20691.9177;6558.0016000000005;6887.03192
28498.5194;-19532.6692;6865.266100000001;6887.4236900000005
31036.8655;-18301.972400000002;7169.7536;6887.7811
33406.573000000004;-17000.7477;7478.401000000001;6888.10523
35600.5446;-15625.7896;7792.5821000000005;6888.39737
37618.9746;-14176.182200000001;8114.3516;6888.659060000001
39447.7445;-12634.57;8442.914700000001;6888.89194
41055.973600000005;-10992.5781;8775.0251;6889.09773
42403.040700000005;-9251.9998;9107.2142;6889.27816
43439.3075;-7447.663500000001;9422.8696;6889.434969999999
44092.6192;-5434.542600000001;9982.2206;6889.569850000001
44367.632300000005;-3874.2123;10302.9613;6889.6844
44244.3145;-1729.2985;10768.0396;6889.77995
43710.4035;-512.8481;10934.135;6889.8575
42709.2096;118.3887;11362.412900000001;6889.917759999999
41302.708;-2117.3806;11822.5764;6889.96117
39570.482500000006;-12377.9743;2831.7426;6889.98789
37600.569;-12101.520900000001;-5440.5299;6889.99783
35442.039300000004;-11776.7062;-7063.356500000001;6889.99063
33191.3114;-11928.868400000001;-7311.9381;6889.96558
30933.818600000002;-11890.7243;-7495.1823;6889.92173
28781.2814;-11790.8651;-7380.3347;6889.85785
26764.5309;-11590.987000000001;-7139.707200000001;6889.77271
24947.3884;-11255.5872;-6820.3481;6889.66483
23366.7012;-10814.1608;-6455.7606000000005;6889.532560000001
-44345.7126;-5780.0443000000005;883.5943000000001;6869.9602700000005
-45082.914600000004;-4182.6153;793.1136;6869.747560000001
-45665.504100000006;-2722.3529000000003;989.9672;6869.60623
-46112.7116;-707.8331000000001;1152.2219;6869.53754
-46389.7163;-680.4515;250.8898;6869.54208
-46465.523;-2335.8948;59.2806;6869.61976
-46290.449;-4262.4662;30.7819;6869.76979
-45863.2463;-6046.2578;395.1714;6869.99066
-45122.921500000004;-7956.6113000000005;724.4479;6870.28019
-43991.2346;-10030.7593;745.6618000000001;6870.63555
-42500.762500000004;-11941.3205;943.8142;6871.05331
-40660.868800000004;-13722.7397;1145.3179;6871.5295
-38523.3298;-15316.1728;1338.3051;6872.059679999999
-36170.6814;-16691.113;1527.7334;6872.63899
-33671.6492;-17849.870300000002;1718.1404;6873.26223
-31104.006500000003;-18802.7385;1914.1634000000001;6873.92393
-28523.9307;-19592.8741;2116.3963;6874.6184299999995
-25960.0756;-20270.5518;2323.2911;6875.33997
-23421.2072;-20885.0911;2537.2198000000003;6876.0826400000005
-20891.318300000003;-21480.3184;2757.9153;6876.840480000001
-18342.834000000003;-22086.5737;2981.0444;6877.60758
-15732.734900000001;-22723.6364;3203.4835000000003;6878.37818
-13019.7698;-23393.4026;3420.3656;6879.14677
-10154.1371;-24089.669;3633.0778;6879.90813
-7092.803800000001;-24771.6533;3844.1703;6880.6574
-3819.2199;-25389.5682;4055.8287;6881.39011
-336.60360000000003;-25892.2904;4268.8666;6882.10222
