# Expanded and assembled Kp and ap
# created @ 2019-01-15 17:08:01
#   Flags: Definitive, Quicklook
#
#   MJD2000 Kp  ap Flag
  3262.6875 40  27    D
  3262.8125 30  15    D
  3262.9375 20   7    D
  3263.0625 20   7    D
  3263.1875 23   9    D
  3263.3125 23   9    D
  3263.4375 23   9    D
  3263.5625 23   9    D
  3263.6875 23   9    D
  3263.8125 13   5    D
  3263.9375  7   3    D
  3264.0625  3   2    D
  3264.1875 13   5    D
  3264.3125  0   0    D
  3264.4375  3   2    D
  3264.5625  3   2    D
  3264.6875  7   3    D
  3264.8125 13   5    D
  3264.9375  3   2    D
  3265.0625  0   0    D
  3265.1875  0   0    D
  3265.3125  0   0    D
  3265.4375  0   0    D
  3265.5625  3   2    D
  3265.6875  3   2    D
  3265.8125  3   2    D
  3265.9375  3   2    D
  3266.0625  0   0    D
  3266.1875  0   0    D
  3266.3125  0   0    D
  3266.4375  3   2    D
  3266.5625 10   4    D
  3266.6875 10   4    D
  3266.8125 17   6    D
  3266.9375 13   5    D
  3267.0625 17   6    D
  3267.1875 13   5    D
  3267.3125 13   5    D
  3267.4375  7   3    D
  3267.5625 13   5    D
  3267.6875 17   6    D
  3267.8125 10   4    D
  3267.9375  7   3    D
  3268.0625 10   4    D
  3268.1875  3   2    D
  3268.3125  3   2    D
  3268.4375 13   5    D
  3268.5625 10   4    D
  3268.6875  7   3    D
  3268.8125  3   2    D
  3268.9375  7   3    D
  3269.0625 13   5    D
  3269.1875  7   3    D
  3269.3125  3   2    D
  3269.4375  3   2    D
  3269.5625  3   2    D
  3269.6875  0   0    D
  3269.8125  3   2    D
  3269.9375  0   0    D
  3270.0625  7   3    D
  3270.1875  0   0    D
  3270.3125  0   0    D
  3270.4375  0   0    D
  3270.5625  3   2    D
  3270.6875  0   0    D
  3270.8125  0   0    D
  3270.9375  0   0    D
  3271.0625  7   3    D
  3271.1875 13   5    D
  3271.3125  7   3    D
  3271.4375  3   2    D
  3271.5625  0   0    D
  3271.6875  3   2    D
  3271.8125  3   2    D
  3271.9375 10   4    D
  3272.0625  7   3    D
  3272.1875 13   5    D
  3272.3125  7   3    D
  3272.4375 10   4    D
  3272.5625 17   6    D
  3272.6875 13   5    D
  3272.8125 23   9    D
  3272.9375 27  12    D
  3273.0625 27  12    D
  3273.1875 23   9    D
  3273.3125 13   5    D
  3273.4375  3   2    D
  3273.5625 17   6    D
  3273.6875 20   7    D
  3273.8125 13   5    D
  3273.9375  7   3    D
  3274.0625  0   0    D
  3274.1875  3   2    D
  3274.3125  0   0    D
  3274.4375  0   0    D
  3274.5625  3   2    D
  3274.6875  7   3    D
  3274.8125  7   3    D
  3274.9375  7   3    D
  3275.0625  7   3    D
  3275.1875  7   3    D
  3275.3125  3   2    D
  3275.4375 13   5    D
  3275.5625 13   5    D
  3275.6875 13   5    D
  3275.8125  7   3    D
  3275.9375 10   4    D
  3276.0625  3   2    D
  3276.1875  0   0    D
  3276.3125  7   3    D
  3276.4375  7   3    D
  3276.5625  7   3    D
  3276.6875  7   3    D
  3276.8125  3   2    D
  3276.9375  0   0    D
  3277.0625  3   2    D
  3277.1875 10   4    D
  3277.3125  7   3    D
  3277.4375  3   2    D
  3277.5625  0   0    D
  3277.6875  0   0    D
  3277.8125  0   0    D
  3277.9375  0   0    D
  3278.0625  0   0    D
  3278.1875  3   2    D
  3278.3125  0   0    D
  3278.4375  0   0    D
  3278.5625  3   2    D
  3278.6875 33  18    D
  3278.8125 23   9    D
  3278.9375 17   6    D
  3279.0625 23   9    D
  3279.1875 27  12    D
  3279.3125 17   6    D
  3279.4375 20   7    D
  3279.5625 20   7    D
  3279.6875 27  12    D
  3279.8125 30  15    D
  3279.9375 37  22    D
  3280.0625 27  12    D
  3280.1875 23   9    D
  3280.3125 17   6    D
  3280.4375 20   7    D
  3280.5625 10   4    D
  3280.6875 17   6    D
  3280.8125 20   7    D
  3280.9375 10   4    D
  3281.0625  3   2    D
  3281.1875  3   2    D
  3281.3125  0   0    D
  3281.4375 10   4    D
  3281.5625 20   7    D
  3281.6875  7   3    D
  3281.8125 17   6    D
  3281.9375 13   5    D
  3282.0625 17   6    D
  3282.1875  3   2    D
  3282.3125  0   0    D
  3282.4375  0   0    D
  3282.5625  3   2    D
  3282.6875  3   2    D
  3282.8125  7   3    D
  3282.9375  7   3    D
  3283.0625 13   5    D
  3283.1875  0   0    D
  3283.3125  0   0    D
  3283.4375  0   0    D
  3283.5625  3   2    D
  3283.6875  3   2    D
  3283.8125  3   2    D
  3283.9375  7   3    D
  3284.0625 10   4    D
  3284.1875  0   0    D
  3284.3125  3   2    D
  3284.4375  7   3    D
  3284.5625  3   2    D
  3284.6875  7   3    D
  3284.8125  3   2    D
  3284.9375  3   2    D
  3285.0625  3   2    D
  3285.1875  0   0    D
  3285.3125  0   0    D
  3285.4375  3   2    D
  3285.5625  0   0    D
  3285.6875  3   2    D
  3285.8125  0   0    D
  3285.9375  3   2    D
  3286.0625  0   0    D
  3286.1875  0   0    D
  3286.3125  0   0    D
  3286.4375  0   0    D
  3286.5625  0   0    D
  3286.6875  0   0    D
  3286.8125  3   2    D
  3286.9375 10   4    D
  3287.0625 30  15    D
  3287.1875 33  18    D
  3287.3125 30  15    D
  3287.4375 33  18    D
  3287.5625 23   9    D
  3287.6875 23   9    D
  3287.8125 27  12    D
  3287.9375 23   9    D
  3288.0625 17   6    D
  3288.1875 23   9    D
  3288.3125 27  12    D
  3288.4375 20   7    D
  3288.5625 23   9    D
  3288.6875 17   6    D
  3288.8125  7   3    D
  3288.9375 17   6    D
  3289.0625  7   3    D
  3289.1875  7   3    D
  3289.3125  0   0    D
  3289.4375  3   2    D
  3289.5625  7   3    D
  3289.6875 20   7    D
  3289.8125 17   6    D
  3289.9375 27  12    D
  3290.0625 27  12    D
  3290.1875 30  15    D
  3290.3125 27  12    D
  3290.4375 37  22    D
  3290.5625 20   7    D
  3290.6875 23   9    D
  3290.8125  7   3    D
  3290.9375 20   7    D
  3291.0625 23   9    D
  3291.1875  7   3    D
  3291.3125  7   3    D
  3291.4375 10   4    D
  3291.5625  7   3    D
  3291.6875 23   9    D
  3291.8125 17   6    D
  3291.9375  3   2    D
  3292.0625 10   4    D
  3292.1875 13   5    D
  3292.3125 10   4    D
  3292.4375 10   4    D
  3292.5625 10   4    D
  3292.6875 17   6    D
  3292.8125 10   4    D
  3292.9375 20   7    D
  3293.0625 20   7    D
  3293.1875 17   6    D
  3293.3125  3   2    D
  3293.4375 10   4    D
  3293.5625 10   4    D
  3293.6875 13   5    D
  3293.8125  0   0    D
  3293.9375  0   0    D
  3294.0625  3   2    D
  3294.1875  7   3    D
  3294.3125 10   4    D
  3294.4375  3   2    D
  3294.5625  3   2    D
  3294.6875  7   3    D
  3294.8125  0   0    D
  3294.9375  7   3    D
  3295.0625  0   0    D
  3295.1875  0   0    D
  3295.3125  3   2    D
  3295.4375  7   3    D
  3295.5625 20   7    D
  3295.6875 13   5    D
  3295.8125  7   3    D
  3295.9375 13   5    D
  3296.0625 17   6    D
  3296.1875 13   5    D
  3296.3125 10   4    D
  3296.4375  7   3    D
  3296.5625 20   7    D
  3296.6875 17   6    D
  3296.8125 17   6    D
  3296.9375 10   4    D
  3297.0625 30  15    D
  3297.1875 23   9    D
  3297.3125 10   4    D
  3297.4375 10   4    D
  3297.5625  3   2    D
  3297.6875  0   0    D
  3297.8125  3   2    D
  3297.9375 10   4    D
  3298.0625 10   4    D
  3298.1875  0   0    D
  3298.3125  0   0    D
  3298.4375  7   3    D
  3298.5625  0   0    D
  3298.6875  0   0    D
  3298.8125  0   0    D
  3298.9375  0   0    D
  3299.0625  0   0    D
  3299.1875  0   0    D
  3299.3125  0   0    D
  3299.4375  0   0    D
  3299.5625  0   0    D
  3299.6875  0   0    D
  3299.8125  3   2    D
  3299.9375  0   0    D
  3300.0625 10   4    D
  3300.1875 20   7    D
  3300.3125 17   6    D
  3300.4375  0   0    D
  3300.5625 10   4    D
  3300.6875 10   4    D
  3300.8125 13   5    D
  3300.9375 10   4    D
  3301.0625 23   9    D
  3301.1875 20   7    D
  3301.3125 10   4    D
  3301.4375 17   6    D
  3301.5625 23   9    D
  3301.6875  7   3    D
  3301.8125 13   5    D
  3301.9375 13   5    D
  3302.0625 13   5    D
  3302.1875 20   7    D
  3302.3125 10   4    D
  3302.4375 13   5    D
  3302.5625  7   3    D
  3302.6875 20   7    D
  3302.8125 23   9    D
  3302.9375 23   9    D
  3303.0625 20   7    D
  3303.1875 20   7    D
  3303.3125  0   0    D
  3303.4375  7   3    D
  3303.5625  7   3    D
  3303.6875 13   5    D
  3303.8125 10   4    D
  3303.9375  0   0    D
  3304.0625  3   2    D
  3304.1875  7   3    D
  3304.3125 10   4    D
  3304.4375  3   2    D
  3304.5625  3   2    D
  3304.6875 13   5    D
  3304.8125 10   4    D
  3304.9375  3   2    D
  3305.0625  3   2    D
  3305.1875  0   0    D
  3305.3125  3   2    D
  3305.4375  7   3    D
  3305.5625  3   2    D
  3305.6875  7   3    D
  3305.8125 10   4    D
  3305.9375 10   4    D
  3306.0625 40  27    D
  3306.1875 23   9    D
  3306.3125 23   9    D
  3306.4375  7   3    D
  3306.5625 10   4    D
  3306.6875 17   6    D
  3306.8125 17   6    D
  3306.9375 23   9    D
  3307.0625 20   7    D
  3307.1875  7   3    D
  3307.3125  7   3    D
  3307.4375  3   2    D
  3307.5625  3   2    D
  3307.6875  0   0    D
  3307.8125 20   7    D
  3307.9375 13   5    D
  3308.0625  0   0    D
  3308.1875  0   0    D
  3308.3125  0   0    D
  3308.4375 10   4    D
  3308.5625  7   3    D
  3308.6875 20   7    D
  3308.8125 20   7    D
  3308.9375 10   4    D
  3309.0625  0   0    D
  3309.1875  7   3    D
  3309.3125  3   2    D
  3309.4375  3   2    D
  3309.5625  3   2    D
  3309.6875  3   2    D
  3309.8125  3   2    D
  3309.9375  0   0    D
  3310.0625  0   0    D
  3310.1875  0   0    D
  3310.3125  3   2    D
  3310.4375  3   2    D
  3310.5625  7   3    D
  3310.6875  0   0    D
  3310.8125  0   0    D
  3310.9375  7   3    D
  3311.0625 10   4    D
  3311.1875 10   4    D
  3311.3125  0   0    D
  3311.4375  0   0    D
  3311.5625  0   0    D
  3311.6875  3   2    D
  3311.8125  0   0    D
  3311.9375  3   2    D
  3312.0625  7   3    D
  3312.1875  0   0    D
  3312.3125  0   0    D
  3312.4375  0   0    D
  3312.5625  7   3    D
  3312.6875  3   2    D
  3312.8125  3   2    D
  3312.9375 17   6    D
  3313.0625 33  18    D
  3313.1875 23   9    D
  3313.3125 27  12    D
  3313.4375 20   7    D
  3313.5625 30  15    D
  3313.6875 33  18    D
  3313.8125 17   6    D
  3313.9375  3   2    D
  3314.0625  3   2    D
  3314.1875 10   4    D
  3314.3125  3   2    D
  3314.4375  3   2    D
  3314.5625  3   2    D
  3314.6875 17   6    D
  3314.8125 20   7    D
  3314.9375 17   6    D
  3315.0625  0   0    D
  3315.1875  0   0    D
  3315.3125  0   0    D
  3315.4375 10   4    D
  3315.5625  7   3    D
  3315.6875  7   3    D
  3315.8125  3   2    D
  3315.9375  7   3    D
  3316.0625  0   0    D
  3316.1875 20   7    D
  3316.3125 23   9    D
  3316.4375 13   5    D
  3316.5625 13   5    D
  3316.6875  3   2    D
  3316.8125  3   2    D
  3316.9375  0   0    D
  3317.0625  3   2    D
  3317.1875 13   5    D
  3317.3125  3   2    D
  3317.4375 10   4    D
  3317.5625  3   2    D
  3317.6875  3   2    D
  3317.8125 13   5    D
  3317.9375 20   7    D
  3318.0625 13   5    D
  3318.1875 10   4    D
  3318.3125 23   9    D
  3318.4375 17   6    D
  3318.5625 27  12    D
  3318.6875 13   5    D
  3318.8125 20   7    D
  3318.9375 20   7    D
  3319.0625  7   3    D
  3319.1875 23   9    D
  3319.3125 10   4    D
  3319.4375  7   3    D
  3319.5625  3   2    D
  3319.6875  3   2    D
  3319.8125  3   2    D
  3319.9375  3   2    D
  3320.0625  3   2    D
  3320.1875  0   0    D
  3320.3125  0   0    D
  3320.4375  3   2    D
  3320.5625  3   2    D
  3320.6875  3   2    D
  3320.8125  0   0    D
  3320.9375  0   0    D
  3321.0625  0   0    D
  3321.1875  0   0    D
  3321.3125  3   2    D
  3321.4375  0   0    D
  3321.5625  0   0    D
  3321.6875  0   0    D
  3321.8125 20   7    D
  3321.9375 37  22    D
  3322.0625 37  22    D
  3322.1875 10   4    D
  3322.3125 17   6    D
  3322.4375 33  18    D
  3322.5625 30  15    D
  3322.6875 33  18    D
  3322.8125 30  15    D
  3322.9375 27  12    D
  3323.0625 37  22    D
  3323.1875 20   7    D
  3323.3125 10   4    D
  3323.4375 10   4    D
  3323.5625 13   5    D
  3323.6875  7   3    D
  3323.8125  3   2    D
  3323.9375 17   6    D
  3324.0625 20   7    D
  3324.1875  3   2    D
  3324.3125  0   0    D
  3324.4375  0   0    D
  3324.5625  0   0    D
  3324.6875  0   0    D
  3324.8125  0   0    D
  3324.9375  3   2    D
  3325.0625  3   2    D
  3325.1875 20   7    D
  3325.3125  3   2    D
  3325.4375  0   0    D
  3325.5625  3   2    D
  3325.6875  3   2    D
  3325.8125  0   0    D
  3325.9375  0   0    D
  3326.0625  0   0    D
  3326.1875  0   0    D
  3326.3125  3   2    D
  3326.4375  0   0    D
  3326.5625  0   0    D
  3326.6875  0   0    D
  3326.8125  0   0    D
  3326.9375  3   2    D
  3327.0625 17   6    D
  3327.1875  3   2    D
  3327.3125  0   0    D
  3327.4375  0   0    D
  3327.5625  0   0    D
  3327.6875  3   2    D
  3327.8125  0   0    D
  3327.9375 10   4    D
  3328.0625  3   2    D
  3328.1875  3   2    D
  3328.3125  0   0    D
  3328.4375  3   2    D
  3328.5625  3   2    D
  3328.6875  3   2    D
  3328.8125  3   2    D
  3328.9375  7   3    D
  3329.0625 17   6    D
  3329.1875  3   2    D
  3329.3125 10   4    D
  3329.4375  7   3    D
  3329.5625  7   3    D
  3329.6875  3   2    D
  3329.8125 10   4    D
  3329.9375  7   3    D
  3330.0625  7   3    D
  3330.1875  7   3    D
  3330.3125  0   0    D
  3330.4375  7   3    D
  3330.5625 10   4    D
  3330.6875 17   6    D
  3330.8125  7   3    D
  3330.9375  0   0    D
  3331.0625  3   2    D
  3331.1875  0   0    D
  3331.3125  0   0    D
  3331.4375  0   0    D
  3331.5625  7   3    D
  3331.6875 10   4    D
  3331.8125 13   5    D
  3331.9375  7   3    D
  3332.0625 17   6    D
  3332.1875 23   9    D
  3332.3125 37  22    D
  3332.4375 37  22    D
  3332.5625 43  32    D
  3332.6875 33  18    D
  3332.8125 13   5    D
  3332.9375 37  22    D
  3333.0625 27  12    D
  3333.1875 37  22    D
  3333.3125 17   6    D
  3333.4375 20   7    D
  3333.5625 30  15    D
  3333.6875 20   7    D
  3333.8125 20   7    D
  3333.9375 20   7    D
  3334.0625 20   7    D
  3334.1875  3   2    D
  3334.3125  0   0    D
  3334.4375  7   3    D
  3334.5625  7   3    D
  3334.6875 17   6    D
  3334.8125 10   4    D
  3334.9375 10   4    D
  3335.0625  0   0    D
  3335.1875  0   0    D
  3335.3125  0   0    D
  3335.4375  0   0    D
  3335.5625  0   0    D
  3335.6875  0   0    D
  3335.8125  3   2    D
  3335.9375 10   4    D
  3336.0625 20   7    D
  3336.1875  3   2    D
  3336.3125  0   0    D
  3336.4375  0   0    D
  3336.5625  3   2    D
  3336.6875  3   2    D
  3336.8125 10   4    D
  3336.9375 20   7    D
  3337.0625  0   0    D
  3337.1875  0   0    D
  3337.3125  0   0    D
  3337.4375  0   0    D
  3337.5625  0   0    D
  3337.6875 13   5    D
  3337.8125  3   2    D
  3337.9375  7   3    D
  3338.0625 10   4    D
  3338.1875 10   4    D
  3338.3125  7   3    D
  3338.4375  3   2    D
  3338.5625  7   3    D
  3338.6875 10   4    D
  3338.8125 20   7    D
  3338.9375 23   9    D
  3339.0625  3   2    D
  3339.1875  3   2    D
  3339.3125  0   0    D
  3339.4375 13   5    D
  3339.5625 10   4    D
  3339.6875  7   3    D
  3339.8125  7   3    D
  3339.9375 10   4    D
  3340.0625  3   2    D
  3340.1875  3   2    D
  3340.3125 13   5    D
  3340.4375 20   7    D
  3340.5625 13   5    D
  3340.6875  3   2    D
  3340.8125  7   3    D
  3340.9375 13   5    D
  3341.0625  3   2    D
  3341.1875  0   0    D
  3341.3125  0   0    D
  3341.4375  7   3    D
  3341.5625 20   7    D
  3341.6875 30  15    D
  3341.8125 20   7    D
  3341.9375 23   9    D
  3342.0625 30  15    D
  3342.1875 33  18    D
  3342.3125 23   9    D
  3342.4375 13   5    D
  3342.5625 10   4    D
  3342.6875  7   3    D
  3342.8125  3   2    D
  3342.9375 10   4    D
  3343.0625 17   6    D
  3343.1875 13   5    D
  3343.3125  7   3    D
  3343.4375 10   4    D
  3343.5625  7   3    D
  3343.6875  3   2    D
  3343.8125  7   3    D
  3343.9375  3   2    D
  3344.0625  7   3    D
  3344.1875 10   4    D
  3344.3125  0   0    D
  3344.4375  3   2    D
  3344.5625  7   3    D
  3344.6875  7   3    D
  3344.8125  7   3    D
  3344.9375 10   4    D
  3345.0625 17   6    D
  3345.1875 17   6    D
  3345.3125 20   7    D
  3345.4375 40  27    D
  3345.5625 33  18    D
  3345.6875 20   7    D
  3345.8125 20   7    D
  3345.9375 20   7    D
  3346.0625 27  12    D
  3346.1875 27  12    D
  3346.3125 20   7    D
  3346.4375  3   2    D
  3346.5625  0   0    D
  3346.6875  0   0    D
  3346.8125 10   4    D
  3346.9375 13   5    D
  3347.0625 20   7    D
  3347.1875 10   4    D
  3347.3125  7   3    D
  3347.4375  3   2    D
  3347.5625  7   3    D
  3347.6875  3   2    D
  3347.8125  0   0    D
  3347.9375  0   0    D
  3348.0625  0   0    D
  3348.1875  0   0    D
  3348.3125  0   0    D
  3348.4375  3   2    D
  3348.5625  3   2    D
  3348.6875  0   0    D
  3348.8125  3   2    D
  3348.9375  0   0    D
  3349.0625 10   4    D
  3349.1875  7   3    D
  3349.3125 17   6    D
  3349.4375 23   9    D
  3349.5625 20   7    D
  3349.6875 23   9    D
  3349.8125 27  12    D
  3349.9375 23   9    D
  3350.0625 20   7    D
  3350.1875 27  12    D
  3350.3125 13   5    D
  3350.4375 13   5    D
  3350.5625 17   6    D
  3350.6875 10   4    D
  3350.8125 20   7    D
  3350.9375 27  12    D
  3351.0625 17   6    D
  3351.1875 27  12    D
  3351.3125  3   2    D
  3351.4375  3   2    D
  3351.5625  0   0    D
  3351.6875  3   2    D
  3351.8125  3   2    D
  3351.9375  7   3    D
  3352.0625 13   5    D
  3352.1875  7   3    D
  3352.3125  7   3    D
  3352.4375  3   2    D
  3352.5625  0   0    D
  3352.6875  0   0    D
  3352.8125  0   0    D
  3352.9375  7   3    D
  3353.0625  3   2    D
  3353.1875  3   2    D
  3353.3125  3   2    D
  3353.4375  0   0    D
  3353.5625  0   0    D
  3353.6875  3   2    D
  3353.8125  3   2    D
  3353.9375  3   2    D
  3354.0625 20   7    D
  3354.1875 10   4    D
  3354.3125 30  15    D
  3354.4375 27  12    D
  3354.5625 30  15    D
  3354.6875 27  12    D
  3354.8125  7   3    D
  3354.9375  3   2    D
  3355.0625  3   2    D
  3355.1875  0   0    D
  3355.3125  0   0    D
  3355.4375  7   3    D
  3355.5625  7   3    D
  3355.6875  3   2    D
  3355.8125  3   2    D
  3355.9375  0   0    D
  3356.0625  7   3    D
  3356.1875  3   2    D
  3356.3125  0   0    D
  3356.4375  3   2    D
  3356.5625 17   6    D
  3356.6875 20   7    D
  3356.8125 17   6    D
  3356.9375  3   2    D
  3357.0625  3   2    D
  3357.1875  3   2    D
  3357.3125  7   3    D
  3357.4375  3   2    D
  3357.5625  3   2    D
  3357.6875  7   3    D
  3357.8125 23   9    D
  3357.9375 27  12    D
  3358.0625 30  15    D
  3358.1875 30  15    D
  3358.3125  7   3    D
  3358.4375 13   5    D
  3358.5625  7   3    D
  3358.6875  7   3    D
  3358.8125 17   6    D
  3358.9375 27  12    D
  3359.0625 47  39    D
  3359.1875 40  27    D
  3359.3125 33  18    D
  3359.4375 30  15    D
  3359.5625 27  12    D
  3359.6875 27  12    D
  3359.8125 20   7    D
  3359.9375 23   9    D
  3360.0625 30  15    D
  3360.1875 20   7    D
  3360.3125 20   7    D
  3360.4375 23   9    D
  3360.5625 10   4    D
  3360.6875 27  12    D
  3360.8125 20   7    D
  3360.9375 30  15    D
  3361.0625 23   9    D
  3361.1875 30  15    D
  3361.3125 27  12    D
  3361.4375 17   6    D
  3361.5625 17   6    D
  3361.6875 17   6    D
  3361.8125  3   2    D
  3361.9375 20   7    D
  3362.0625 23   9    D
  3362.1875  7   3    D
  3362.3125 10   4    D
  3362.4375 17   6    D
  3362.5625  7   3    D
  3362.6875 17   6    D
  3362.8125 17   6    D
  3362.9375  3   2    D
  3363.0625 10   4    D
