# Expanded and assembled Kp and ap
# created @ 2019-01-15 17:08:01
#   Flags: Definitive, Quicklook
#
#   MJD2000 Kp  ap Flag
  3128.8125  0   0    D
  3128.9375  7   3    D
  3129.0625 17   6    D
  3129.1875 10   4    D
  3129.3125  7   3    D
  3129.4375 10   4    D
  3129.5625 10   4    D
  3129.6875 10   4    D
  3129.8125 17   6    D
  3129.9375  7   3    D
  3130.0625  0   0    D
  3130.1875  0   0    D
  3130.3125  3   2    D
  3130.4375 17   6    D
  3130.5625 10   4    D
  3130.6875 10   4    D
  3130.8125 20   7    D
  3130.9375 37  22    D
  3131.0625 20   7    D
  3131.1875 20   7    D
  3131.3125 20   7    D
  3131.4375 13   5    D
  3131.5625 10   4    D
  3131.6875 10   4    D
  3131.8125  3   2    D
  3131.9375  3   2    D
  3132.0625  0   0    D
  3132.1875  3   2    D
  3132.3125  7   3    D
  3132.4375  7   3    D
  3132.5625  7   3    D
  3132.6875 10   4    D
  3132.8125 13   5    D
  3132.9375 10   4    D
  3133.0625 10   4    D
  3133.1875 20   7    D
  3133.3125  7   3    D
  3133.4375 10   4    D
  3133.5625  3   2    D
  3133.6875  3   2    D
  3133.8125 10   4    D
  3133.9375 10   4    D
  3134.0625  0   0    D
  3134.1875  3   2    D
  3134.3125  7   3    D
  3134.4375 10   4    D
  3134.5625  7   3    D
  3134.6875 10   4    D
  3134.8125  7   3    D
  3134.9375  7   3    D
  3135.0625  7   3    D
  3135.1875  7   3    D
  3135.3125  3   2    D
  3135.4375  3   2    D
  3135.5625 10   4    D
  3135.6875 10   4    D
  3135.8125 17   6    D
  3135.9375 13   5    D
  3136.0625  0   0    D
  3136.1875  3   2    D
  3136.3125  3   2    D
  3136.4375  3   2    D
  3136.5625  7   3    D
  3136.6875  0   0    D
  3136.8125  7   3    D
  3136.9375  7   3    D
  3137.0625  3   2    D
  3137.1875  7   3    D
  3137.3125  3   2    D
  3137.4375  7   3    D
  3137.5625  7   3    D
  3137.6875 10   4    D
  3137.8125 13   5    D
  3137.9375 20   7    D
  3138.0625 13   5    D
  3138.1875  3   2    D
  3138.3125  3   2    D
  3138.4375  7   3    D
  3138.5625 10   4    D
  3138.6875  3   2    D
  3138.8125  7   3    D
  3138.9375  7   3    D
  3139.0625  3   2    D
  3139.1875  3   2    D
  3139.3125  7   3    D
  3139.4375 10   4    D
  3139.5625  7   3    D
  3139.6875  3   2    D
  3139.8125  3   2    D
  3139.9375  0   0    D
  3140.0625  7   3    D
  3140.1875  7   3    D
  3140.3125  7   3    D
  3140.4375 13   5    D
  3140.5625 13   5    D
  3140.6875 13   5    D
  3140.8125 13   5    D
  3140.9375 13   5    D
  3141.0625 10   4    D
  3141.1875 10   4    D
  3141.3125  3   2    D
  3141.4375  3   2    D
  3141.5625  7   3    D
  3141.6875 10   4    D
  3141.8125 13   5    D
  3141.9375 20   7    D
  3142.0625  0   0    D
  3142.1875  3   2    D
  3142.3125  3   2    D
  3142.4375  0   0    D
  3142.5625  3   2    D
  3142.6875 13   5    D
  3142.8125  7   3    D
  3142.9375 20   7    D
  3143.0625 23   9    D
  3143.1875 33  18    D
  3143.3125 23   9    D
  3143.4375 20   7    D
  3143.5625 23   9    D
  3143.6875 37  22    D
  3143.8125 47  39    D
  3143.9375 53  56    D
  3144.0625 37  22    D
  3144.1875 37  22    D
  3144.3125 33  18    D
  3144.4375 13   5    D
  3144.5625 13   5    D
  3144.6875 30  15    D
  3144.8125 17   6    D
  3144.9375 17   6    D
  3145.0625 27  12    D
  3145.1875 13   5    D
  3145.3125 10   4    D
  3145.4375 13   5    D
  3145.5625 20   7    D
  3145.6875 13   5    D
  3145.8125  7   3    D
  3145.9375 13   5    D
  3146.0625 20   7    D
  3146.1875 20   7    D
  3146.3125 20   7    D
  3146.4375 13   5    D
  3146.5625 17   6    D
  3146.6875 20   7    D
  3146.8125 10   4    D
  3146.9375 13   5    D
  3147.0625 23   9    D
  3147.1875 10   4    D
  3147.3125  3   2    D
  3147.4375 10   4    D
  3147.5625 10   4    D
  3147.6875  7   3    D
  3147.8125  7   3    D
  3147.9375  7   3    D
  3148.0625 23   9    D
  3148.1875 30  15    D
  3148.3125  7   3    D
  3148.4375  7   3    D
  3148.5625 10   4    D
  3148.6875  7   3    D
  3148.8125  7   3    D
  3148.9375  3   2    D
  3149.0625 20   7    D
  3149.1875 13   5    D
  3149.3125  3   2    D
  3149.4375  3   2    D
  3149.5625  0   0    D
  3149.6875  3   2    D
  3149.8125  3   2    D
  3149.9375  0   0    D
  3150.0625  0   0    D
  3150.1875  7   3    D
  3150.3125 10   4    D
  3150.4375  7   3    D
  3150.5625  3   2    D
  3150.6875  7   3    D
  3150.8125 10   4    D
  3150.9375 27  12    D
  3151.0625 33  18    D
  3151.1875 17   6    D
  3151.3125  7   3    D
  3151.4375 17   6    D
  3151.5625 20   7    D
  3151.6875 13   5    D
  3151.8125  7   3    D
  3151.9375 17   6    D
  3152.0625 23   9    D
  3152.1875 33  18    D
  3152.3125 27  12    D
  3152.4375 33  18    D
  3152.5625 47  39    D
  3152.6875 37  22    D
  3152.8125 33  18    D
  3152.9375 30  15    D
  3153.0625 27  12    D
  3153.1875 23   9    D
  3153.3125 23   9    D
  3153.4375 20   7    D
  3153.5625 23   9    D
  3153.6875 27  12    D
  3153.8125 20   7    D
  3153.9375 13   5    D
  3154.0625 20   7    D
  3154.1875 17   6    D
  3154.3125 10   4    D
  3154.4375 10   4    D
  3154.5625 10   4    D
  3154.6875  7   3    D
  3154.8125  3   2    D
  3154.9375  3   2    D
  3155.0625  0   0    D
  3155.1875  0   0    D
  3155.3125  7   3    D
  3155.4375 13   5    D
  3155.5625 10   4    D
  3155.6875  3   2    D
  3155.8125 10   4    D
  3155.9375 10   4    D
  3156.0625  7   3    D
  3156.1875  7   3    D
  3156.3125 13   5    D
  3156.4375 10   4    D
  3156.5625  7   3    D
  3156.6875  0   0    D
  3156.8125  3   2    D
  3156.9375  7   3    D
  3157.0625 10   4    D
  3157.1875  7   3    D
  3157.3125  0   0    D
  3157.4375  0   0    D
  3157.5625 13   5    D
  3157.6875  7   3    D
  3157.8125  3   2    D
  3157.9375 10   4    D
  3158.0625  0   0    D
  3158.1875  0   0    D
  3158.3125  3   2    D
  3158.4375  3   2    D
  3158.5625  7   3    D
  3158.6875  3   2    D
  3158.8125  3   2    D
  3158.9375 10   4    D
  3159.0625  0   0    D
  3159.1875  0   0    D
  3159.3125  3   2    D
  3159.4375  0   0    D
  3159.5625  3   2    D
  3159.6875  0   0    D
  3159.8125  0   0    D
  3159.9375  3   2    D
  3160.0625  3   2    D
  3160.1875  0   0    D
  3160.3125  0   0    D
  3160.4375  0   0    D
  3160.5625  7   3    D
  3160.6875 10   4    D
  3160.8125  3   2    D
  3160.9375  3   2    D
  3161.0625 17   6    D
  3161.1875 17   6    D
  3161.3125  7   3    D
  3161.4375  3   2    D
  3161.5625  7   3    D
  3161.6875  3   2    D
  3161.8125  3   2    D
  3161.9375  3   2    D
  3162.0625  3   2    D
  3162.1875 10   4    D
  3162.3125  0   0    D
  3162.4375  3   2    D
  3162.5625  7   3    D
  3162.6875 10   4    D
  3162.8125 10   4    D
  3162.9375 10   4    D
  3163.0625  7   3    D
  3163.1875  7   3    D
  3163.3125  7   3    D
  3163.4375  3   2    D
  3163.5625  3   2    D
  3163.6875 10   4    D
  3163.8125  7   3    D
  3163.9375  7   3    D
  3164.0625  3   2    D
  3164.1875  3   2    D
  3164.3125  3   2    D
  3164.4375 10   4    D
  3164.5625  7   3    D
  3164.6875  3   2    D
  3164.8125  3   2    D
  3164.9375  0   0    D
  3165.0625  3   2    D
  3165.1875  3   2    D
  3165.3125  7   3    D
  3165.4375 10   4    D
  3165.5625 17   6    D
  3165.6875 13   5    D
  3165.8125 13   5    D
  3165.9375 10   4    D
  3166.0625 13   5    D
  3166.1875 10   4    D
  3166.3125  0   0    D
  3166.4375  3   2    D
  3166.5625  7   3    D
  3166.6875  3   2    D
  3166.8125 10   4    D
  3166.9375  7   3    D
  3167.0625  7   3    D
  3167.1875  3   2    D
  3167.3125  7   3    D
  3167.4375 10   4    D
  3167.5625 10   4    D
  3167.6875  3   2    D
  3167.8125  3   2    D
  3167.9375 10   4    D
  3168.0625  3   2    D
  3168.1875 13   5    D
  3168.3125 20   7    D
  3168.4375 23   9    D
  3168.5625 13   5    D
  3168.6875 27  12    D
  3168.8125 23   9    D
  3168.9375 30  15    D
  3169.0625 57  67    D
  3169.1875 60  80    D
  3169.3125 37  22    D
  3169.4375 33  18    D
  3169.5625 37  22    D
  3169.6875 33  18    D
  3169.8125 23   9    D
  3169.9375 23   9    D
  3170.0625 23   9    D
  3170.1875 27  12    D
  3170.3125 10   4    D
  3170.4375 13   5    D
  3170.5625 20   7    D
  3170.6875 10   4    D
  3170.8125 13   5    D
  3170.9375 20   7    D
  3171.0625 30  15    D
  3171.1875 17   6    D
  3171.3125 10   4    D
  3171.4375 17   6    D
  3171.5625 30  15    D
  3171.6875 17   6    D
  3171.8125 20   7    D
  3171.9375 20   7    D
  3172.0625 30  15    D
  3172.1875 23   9    D
  3172.3125  7   3    D
  3172.4375 10   4    D
  3172.5625 27  12    D
  3172.6875 17   6    D
  3172.8125 33  18    D
  3172.9375 10   4    D
  3173.0625 10   4    D
  3173.1875 27  12    D
  3173.3125 27  12    D
  3173.4375 20   7    D
  3173.5625 20   7    D
  3173.6875 23   9    D
  3173.8125 30  15    D
  3173.9375 20   7    D
  3174.0625 17   6    D
  3174.1875 27  12    D
  3174.3125 17   6    D
  3174.4375 10   4    D
  3174.5625 10   4    D
  3174.6875  7   3    D
  3174.8125 10   4    D
  3174.9375 27  12    D
  3175.0625 17   6    D
  3175.1875 13   5    D
  3175.3125 10   4    D
  3175.4375 10   4    D
  3175.5625  7   3    D
  3175.6875 13   5    D
  3175.8125 17   6    D
  3175.9375 10   4    D
  3176.0625  0   0    D
  3176.1875  7   3    D
  3176.3125  0   0    D
  3176.4375  3   2    D
  3176.5625  3   2    D
  3176.6875  3   2    D
  3176.8125  3   2    D
  3176.9375 17   6    D
  3177.0625  7   3    D
  3177.1875  0   0    D
  3177.3125  0   0    D
  3177.4375  0   0    D
  3177.5625  0   0    D
  3177.6875  0   0    D
  3177.8125  3   2    D
  3177.9375  0   0    D
  3178.0625  0   0    D
  3178.1875  0   0    D
  3178.3125  0   0    D
  3178.4375  3   2    D
  3178.5625  0   0    D
  3178.6875  0   0    D
  3178.8125  0   0    D
  3178.9375  3   2    D
  3179.0625  0   0    D
  3179.1875  0   0    D
  3179.3125 10   4    D
  3179.4375  7   3    D
  3179.5625  7   3    D
  3179.6875  7   3    D
  3179.8125 33  18    D
  3179.9375 33  18    D
  3180.0625 27  12    D
  3180.1875 23   9    D
  3180.3125 40  27    D
  3180.4375 37  22    D
  3180.5625 37  22    D
  3180.6875 33  18    D
  3180.8125 30  15    D
  3180.9375 23   9    D
  3181.0625 10   4    D
  3181.1875 30  15    D
  3181.3125 27  12    D
  3181.4375 20   7    D
  3181.5625 13   5    D
  3181.6875 30  15    D
  3181.8125 20   7    D
  3181.9375 10   4    D
  3182.0625 23   9    D
  3182.1875 23   9    D
  3182.3125  0   0    D
  3182.4375  3   2    D
  3182.5625  3   2    D
  3182.6875  3   2    D
  3182.8125  0   0    D
  3182.9375  7   3    D
  3183.0625 20   7    D
  3183.1875 27  12    D
  3183.3125 20   7    D
  3183.4375 23   9    D
  3183.5625 20   7    D
  3183.6875 10   4    D
  3183.8125  7   3    D
  3183.9375  7   3    D
  3184.0625  0   0    D
  3184.1875 13   5    D
  3184.3125 10   4    D
  3184.4375 13   5    D
  3184.5625 13   5    D
  3184.6875 10   4    D
  3184.8125 17   6    D
  3184.9375  7   3    D
  3185.0625 20   7    D
  3185.1875 17   6    D
  3185.3125  7   3    D
  3185.4375  3   2    D
  3185.5625  7   3    D
  3185.6875 10   4    D
  3185.8125  3   2    D
  3185.9375  3   2    D
  3186.0625  0   0    D
  3186.1875  0   0    D
  3186.3125  0   0    D
  3186.4375  0   0    D
  3186.5625  3   2    D
  3186.6875  7   3    D
  3186.8125  3   2    D
  3186.9375 17   6    D
  3187.0625 30  15    D
  3187.1875 27  12    D
  3187.3125  0   0    D
  3187.4375  0   0    D
  3187.5625  0   0    D
  3187.6875  3   2    D
  3187.8125  0   0    D
  3187.9375  3   2    D
  3188.0625 13   5    D
  3188.1875  0   0    D
  3188.3125 10   4    D
  3188.4375  7   3    D
  3188.5625  7   3    D
  3188.6875  3   2    D
  3188.8125  3   2    D
  3188.9375  3   2    D
  3189.0625  3   2    D
  3189.1875  7   3    D
  3189.3125  3   2    D
  3189.4375 13   5    D
  3189.5625 10   4    D
  3189.6875  3   2    D
  3189.8125  0   0    D
  3189.9375  0   0    D
  3190.0625  3   2    D
  3190.1875  0   0    D
  3190.3125  0   0    D
  3190.4375  3   2    D
  3190.5625  3   2    D
  3190.6875  7   3    D
  3190.8125 20   7    D
  3190.9375 23   9    D
  3191.0625 17   6    D
  3191.1875 10   4    D
  3191.3125  3   2    D
  3191.4375  3   2    D
  3191.5625  7   3    D
  3191.6875  3   2    D
  3191.8125  0   0    D
  3191.9375  0   0    D
  3192.0625  0   0    D
  3192.1875  0   0    D
  3192.3125  0   0    D
  3192.4375  3   2    D
  3192.5625  3   2    D
  3192.6875 13   5    D
  3192.8125 20   7    D
  3192.9375 13   5    D
  3193.0625  0   0    D
  3193.1875  3   2    D
  3193.3125  7   3    D
  3193.4375 10   4    D
  3193.5625 17   6    D
  3193.6875  3   2    D
  3193.8125  0   0    D
  3193.9375  0   0    D
  3194.0625  0   0    D
  3194.1875  7   3    D
  3194.3125 10   4    D
  3194.4375 10   4    D
  3194.5625  7   3    D
  3194.6875  0   0    D
  3194.8125  0   0    D
  3194.9375  7   3    D
  3195.0625  0   0    D
  3195.1875  3   2    D
  3195.3125  3   2    D
  3195.4375  0   0    D
  3195.5625 13   5    D
  3195.6875 17   6    D
  3195.8125 20   7    D
  3195.9375 27  12    D
  3196.0625 20   7    D
  3196.1875 13   5    D
  3196.3125 23   9    D
  3196.4375 17   6    D
  3196.5625 20   7    D
  3196.6875 27  12    D
  3196.8125 23   9    D
  3196.9375 23   9    D
  3197.0625 23   9    D
  3197.1875 27  12    D
  3197.3125 23   9    D
  3197.4375 37  22    D
  3197.5625 40  27    D
  3197.6875 27  12    D
  3197.8125 30  15    D
  3197.9375 23   9    D
  3198.0625 30  15    D
  3198.1875 30  15    D
  3198.3125 33  18    D
  3198.4375 23   9    D
  3198.5625 37  22    D
  3198.6875 27  12    D
  3198.8125 23   9    D
  3198.9375 30  15    D
  3199.0625 27  12    D
  3199.1875 40  27    D
  3199.3125 20   7    D
  3199.4375 27  12    D
  3199.5625 20   7    D
  3199.6875 13   5    D
  3199.8125  7   3    D
  3199.9375 20   7    D
  3200.0625 13   5    D
  3200.1875 23   9    D
  3200.3125 13   5    D
  3200.4375  7   3    D
  3200.5625  7   3    D
  3200.6875  3   2    D
  3200.8125  3   2    D
  3200.9375 13   5    D
  3201.0625 10   4    D
  3201.1875 27  12    D
  3201.3125  7   3    D
  3201.4375  7   3    D
  3201.5625  0   0    D
  3201.6875  3   2    D
  3201.8125  3   2    D
  3201.9375  7   3    D
  3202.0625  3   2    D
  3202.1875  0   0    D
  3202.3125  0   0    D
  3202.4375  0   0    D
  3202.5625  7   3    D
  3202.6875  7   3    D
  3202.8125 10   4    D
  3202.9375  3   2    D
  3203.0625 13   5    D
  3203.1875  7   3    D
  3203.3125  0   0    D
  3203.4375  0   0    D
  3203.5625  0   0    D
  3203.6875  0   0    D
  3203.8125  0   0    D
  3203.9375  7   3    D
  3204.0625  0   0    D
  3204.1875  0   0    D
  3204.3125  3   2    D
  3204.4375  0   0    D
  3204.5625  3   2    D
  3204.6875  0   0    D
  3204.8125  0   0    D
  3204.9375  0   0    D
  3205.0625  0   0    D
  3205.1875  3   2    D
  3205.3125  3   2    D
  3205.4375 10   4    D
  3205.5625  7   3    D
  3205.6875  7   3    D
  3205.8125  0   0    D
  3205.9375 17   6    D
  3206.0625 13   5    D
  3206.1875 23   9    D
  3206.3125 40  27    D
  3206.4375 33  18    D
  3206.5625 53  56    D
  3206.6875 63  94    D
  3206.8125 50  48    D
  3206.9375 27  12    D
  3207.0625 37  22    D
  3207.1875 30  15    D
  3207.3125 27  12    D
  3207.4375 23   9    D
  3207.5625 20   7    D
  3207.6875 30  15    D
  3207.8125 13   5    D
  3207.9375 33  18    D
  3208.0625 30  15    D
  3208.1875 27  12    D
  3208.3125 23   9    D
  3208.4375 17   6    D
  3208.5625  7   3    D
  3208.6875 10   4    D
  3208.8125 20   7    D
  3208.9375 17   6    D
  3209.0625  3   2    D
  3209.1875  3   2    D
  3209.3125 10   4    D
  3209.4375 13   5    D
  3209.5625  7   3    D
  3209.6875  7   3    D
  3209.8125 10   4    D
  3209.9375  3   2    D
  3210.0625 30  15    D
  3210.1875 30  15    D
  3210.3125 27  12    D
  3210.4375 17   6    D
  3210.5625 10   4    D
  3210.6875  7   3    D
  3210.8125 10   4    D
  3210.9375 17   6    D
  3211.0625 17   6    D
  3211.1875 10   4    D
  3211.3125 10   4    D
  3211.4375 13   5    D
  3211.5625  3   2    D
  3211.6875  3   2    D
  3211.8125  7   3    D
  3211.9375  7   3    D
  3212.0625  0   0    D
  3212.1875  3   2    D
  3212.3125  0   0    D
  3212.4375  3   2    D
  3212.5625 10   4    D
  3212.6875  7   3    D
  3212.8125  3   2    D
  3212.9375  0   0    D
  3213.0625  0   0    D
  3213.1875  0   0    D
  3213.3125  0   0    D
  3213.4375  0   0    D
  3213.5625  0   0    D
  3213.6875  3   2    D
  3213.8125  7   3    D
  3213.9375  0   0    D
  3214.0625 17   6    D
  3214.1875 13   5    D
  3214.3125  7   3    D
  3214.4375 17   6    D
  3214.5625 20   7    D
  3214.6875 23   9    D
  3214.8125 30  15    D
  3214.9375 27  12    D
  3215.0625 17   6    D
  3215.1875  3   2    D
  3215.3125  3   2    D
  3215.4375  0   0    D
  3215.5625  7   3    D
  3215.6875 10   4    D
  3215.8125 10   4    D
  3215.9375 13   5    D
  3216.0625 17   6    D
  3216.1875 20   7    D
  3216.3125  3   2    D
  3216.4375  7   3    D
  3216.5625  7   3    D
  3216.6875  3   2    D
  3216.8125  7   3    D
  3216.9375  7   3    D
  3217.0625  0   0    D
  3217.1875  0   0    D
  3217.3125  0   0    D
  3217.4375  3   2    D
  3217.5625 10   4    D
  3217.6875 27  12    D
  3217.8125 27  12    D
  3217.9375 23   9    D
  3218.0625 13   5    D
  3218.1875 17   6    D
  3218.3125 13   5    D
  3218.4375  7   3    D
  3218.5625  3   2    D
  3218.6875  3   2    D
  3218.8125  3   2    D
  3218.9375  3   2    D
  3219.0625  0   0    D
  3219.1875 10   4    D
  3219.3125  7   3    D
  3219.4375  0   0    D
  3219.5625  0   0    D
  3219.6875  0   0    D
  3219.8125  0   0    D
  3219.9375  0   0    D
  3220.0625  0   0    D
  3220.1875  0   0    D
  3220.3125  0   0    D
  3220.4375  0   0    D
  3220.5625  7   3    D
  3220.6875  7   3    D
  3220.8125  3   2    D
  3220.9375  3   2    D
  3221.0625  7   3    D
  3221.1875 27  12    D
  3221.3125 17   6    D
  3221.4375  7   3    D
  3221.5625 13   5    D
  3221.6875 13   5    D
  3221.8125  0   0    D
  3221.9375 10   4    D
  3222.0625 10   4    D
  3222.1875  0   0    D
  3222.3125  7   3    D
  3222.4375  0   0    D
  3222.5625  0   0    D
  3222.6875  0   0    D
  3222.8125  0   0    D
  3222.9375  0   0    D
  3223.0625  0   0    D
  3223.1875  7   3    D
  3223.3125 17   6    D
  3223.4375 13   5    D
  3223.5625  7   3    D
  3223.6875 17   6    D
  3223.8125 20   7    D
  3223.9375 13   5    D
  3224.0625 23   9    D
  3224.1875 37  22    D
  3224.3125 43  32    D
  3224.4375 17   6    D
  3224.5625 23   9    D
  3224.6875 37  22    D
  3224.8125 33  18    D
  3224.9375 33  18    D
  3225.0625 30  15    D
  3225.1875 23   9    D
  3225.3125 23   9    D
  3225.4375 30  15    D
  3225.5625 27  12    D
  3225.6875 37  22    D
  3225.8125 30  15    D
  3225.9375 23   9    D
  3226.0625 17   6    D
  3226.1875 27  12    D
  3226.3125 20   7    D
  3226.4375 13   5    D
  3226.5625  3   2    D
  3226.6875 10   4    D
  3226.8125 17   6    D
  3226.9375 20   7    D
  3227.0625 17   6    D
  3227.1875  3   2    D
  3227.3125  7   3    D
  3227.4375  3   2    D
  3227.5625  0   0    D
  3227.6875  3   2    D
  3227.8125 10   4    D
  3227.9375  7   3    D
  3228.0625  0   0    D
  3228.1875  0   0    D
  3228.3125  3   2    D
  3228.4375 10   4    D
  3228.5625 17   6    D
  3228.6875  3   2    D
  3228.8125 10   4    D
  3228.9375 17   6    D
  3229.0625  0   0    D
  3229.1875  0   0    D
  3229.3125  3   2    D
  3229.4375  0   0    D
  3229.5625  0   0    D
  3229.6875  0   0    D
  3229.8125  3   2    D
  3229.9375  7   3    D
  3230.0625 10   4    D
  3230.1875  0   0    D
  3230.3125  0   0    D
  3230.4375  0   0    D
  3230.5625  0   0    D
  3230.6875  0   0    D
  3230.8125  3   2    D
  3230.9375  3   2    D
  3231.0625  3   2    D
  3231.1875  3   2    D
  3231.3125  3   2    D
  3231.4375  3   2    D
  3231.5625  3   2    D
  3231.6875  3   2    D
  3231.8125  3   2    D
  3231.9375  3   2    D
  3232.0625  0   0    D
  3232.1875  0   0    D
  3232.3125  0   0    D
  3232.4375  0   0    D
  3232.5625  0   0    D
  3232.6875  0   0    D
  3232.8125 10   4    D
  3232.9375  3   2    D
  3233.0625  3   2    D
  3233.1875 17   6    D
  3233.3125 20   7    D
  3233.4375 20   7    D
  3233.5625 23   9    D
  3233.6875 20   7    D
  3233.8125 20   7    D
  3233.9375 43  32    D
  3234.0625 40  27    D
  3234.1875 33  18    D
  3234.3125 27  12    D
  3234.4375 33  18    D
  3234.5625 27  12    D
  3234.6875 20   7    D
  3234.8125 23   9    D
  3234.9375 13   5    D
  3235.0625 40  27    D
  3235.1875 27  12    D
  3235.3125 23   9    D
  3235.4375 23   9    D
  3235.5625 13   5    D
  3235.6875 13   5    D
  3235.8125 23   9    D
  3235.9375 33  18    D
  3236.0625 13   5    D
  3236.1875 20   7    D
  3236.3125  7   3    D
  3236.4375  7   3    D
  3236.5625 10   4    D
  3236.6875 10   4    D
  3236.8125  0   0    D
  3236.9375  0   0    D
  3237.0625  0   0    D
  3237.1875 13   5    D
  3237.3125  3   2    D
  3237.4375  7   3    D
  3237.5625  0   0    D
  3237.6875  0   0    D
  3237.8125  0   0    D
  3237.9375  0   0    D
  3238.0625 10   4    D
  3238.1875  0   0    D
  3238.3125 10   4    D
  3238.4375  7   3    D
  3238.5625  3   2    D
  3238.6875  7   3    D
  3238.8125  3   2    D
  3238.9375 10   4    D
  3239.0625  7   3    D
  3239.1875  3   2    D
  3239.3125  3   2    D
  3239.4375  3   2    D
  3239.5625  0   0    D
  3239.6875  0   0    D
  3239.8125  0   0    D
  3239.9375  0   0    D
  3240.0625  0   0    D
  3240.1875  0   0    D
  3240.3125  0   0    D
  3240.4375  0   0    D
  3240.5625  0   0    D
  3240.6875  7   3    D
  3240.8125  3   2    D
  3240.9375  3   2    D
  3241.0625 13   5    D
  3241.1875 13   5    D
  3241.3125  0   0    D
  3241.4375  0   0    D
  3241.5625  0   0    D
  3241.6875  7   3    D
  3241.8125 20   7    D
  3241.9375 27  12    D
  3242.0625 37  22    D
  3242.1875 37  22    D
  3242.3125 20   7    D
  3242.4375 17   6    D
  3242.5625 17   6    D
  3242.6875 10   4    D
  3242.8125 20   7    D
  3242.9375 20   7    D
  3243.0625 23   9    D
  3243.1875 17   6    D
  3243.3125 10   4    D
  3243.4375  0   0    D
  3243.5625  0   0    D
  3243.6875  0   0    D
  3243.8125  7   3    D
  3243.9375  3   2    D
  3244.0625  3   2    D
  3244.1875  0   0    D
  3244.3125  0   0    D
  3244.4375  0   0    D
  3244.5625  3   2    D
  3244.6875  0   0    D
  3244.8125  7   3    D
  3244.9375  0   0    D
  3245.0625  0   0    D
  3245.1875  3   2    D
  3245.3125  0   0    D
  3245.4375  0   0    D
  3245.5625  0   0    D
  3245.6875  7   3    D
  3245.8125  7   3    D
  3245.9375  0   0    D
  3246.0625  0   0    D
  3246.1875 10   4    D
  3246.3125  0   0    D
  3246.4375  0   0    D
  3246.5625  3   2    D
  3246.6875  0   0    D
  3246.8125  7   3    D
  3246.9375 10   4    D
  3247.0625  3   2    D
  3247.1875  0   0    D
  3247.3125  0   0    D
  3247.4375  0   0    D
  3247.5625  0   0    D
  3247.6875  0   0    D
  3247.8125  3   2    D
  3247.9375  0   0    D
  3248.0625  0   0    D
  3248.1875  0   0    D
  3248.3125  0   0    D
  3248.4375  0   0    D
  3248.5625  0   0    D
  3248.6875  0   0    D
  3248.8125  3   2    D
  3248.9375  0   0    D
  3249.0625 17   6    D
  3249.1875 17   6    D
  3249.3125 10   4    D
  3249.4375  3   2    D
  3249.5625  0   0    D
  3249.6875  0   0    D
  3249.8125  3   2    D
  3249.9375  0   0    D
  3250.0625  0   0    D
  3250.1875  0   0    D
  3250.3125  0   0    D
  3250.4375  0   0    D
  3250.5625  0   0    D
  3250.6875  0   0    D
  3250.8125  0   0    D
  3250.9375 30  15    D
  3251.0625 37  22    D
  3251.1875 33  18    D
  3251.3125 37  22    D
  3251.4375 23   9    D
  3251.5625 23   9    D
  3251.6875 23   9    D
  3251.8125 27  12    D
  3251.9375 23   9    D
  3252.0625 37  22    D
  3252.1875 37  22    D
  3252.3125 27  12    D
  3252.4375 13   5    D
  3252.5625 13   5    D
  3252.6875 17   6    D
  3252.8125 20   7    D
  3252.9375 27  12    D
  3253.0625 33  18    D
  3253.1875 23   9    D
  3253.3125 13   5    D
  3253.4375 17   6    D
  3253.5625 17   6    D
  3253.6875 13   5    D
  3253.8125 27  12    D
  3253.9375 27  12    D
  3254.0625 13   5    D
  3254.1875 23   9    D
  3254.3125  7   3    D
  3254.4375  3   2    D
  3254.5625  3   2    D
  3254.6875 10   4    D
  3254.8125 13   5    D
  3254.9375 27  12    D
  3255.0625  7   3    D
  3255.1875 10   4    D
  3255.3125 13   5    D
  3255.4375 10   4    D
  3255.5625  3   2    D
  3255.6875  3   2    D
  3255.8125  3   2    D
  3255.9375 10   4    D
  3256.0625  7   3    D
  3256.1875  0   0    D
  3256.3125  3   2    D
  3256.4375  0   0    D
  3256.5625  3   2    D
  3256.6875 10   4    D
  3256.8125  3   2    D
  3256.9375  0   0    D
  3257.0625  0   0    D
  3257.1875  0   0    D
  3257.3125  0   0    D
  3257.4375  0   0    D
  3257.5625  0   0    D
  3257.6875  0   0    D
  3257.8125  0   0    D
  3257.9375  0   0    D
  3258.0625  0   0    D
  3258.1875  0   0    D
  3258.3125  0   0    D
  3258.4375  0   0    D
  3258.5625  0   0    D
  3258.6875  0   0    D
  3258.8125  0   0    D
  3258.9375  0   0    D
  3259.0625  7   3    D
  3259.1875  7   3    D
  3259.3125  7   3    D
  3259.4375  7   3    D
  3259.5625 10   4    D
  3259.6875 17   6    D
  3259.8125 13   5    D
  3259.9375 20   7    D
  3260.0625 20   7    D
  3260.1875 33  18    D
  3260.3125 23   9    D
  3260.4375 23   9    D
  3260.5625 27  12    D
  3260.6875 20   7    D
  3260.8125 10   4    D
  3260.9375 10   4    D
  3261.0625 13   5    D
  3261.1875 17   6    D
  3261.3125 17   6    D
  3261.4375 37  22    D
  3261.5625 20   7    D
  3261.6875 40  27    D
  3261.8125 13   5    D
  3261.9375 37  22    D
  3262.0625 37  22    D
  3262.1875 43  32    D
  3262.3125 33  18    D
  3262.4375 23   9    D
  3262.5625 23   9    D
